Request Allowed Wait Time Used(%),Car flexibility (param.),Req. flexibility (param.),reqWaitTime,reqDis,Requests Flexibility Used
11.9909937,1.1,2.2,747873,6236956,0.119909937
13.1073302,1.1,2.3,817368,6235961,0.131073302
13.29907,1.1,2.4,841390,6326683,0.1329907
13.6699333,1.1,2.5,860954,6298158,0.136699333
14.5438572,1.1,2.6,913985,6284337,0.145438572
15.116292,1.1,2.7,949857,6283664,0.15116292
15.4394328,1.1,2.8,978611,6338387,0.154394328
16.2518869,1.1,2.9,1039687,6397331,0.162518869
16.3815592,1.1,3,1028403,6277809,0.163815592
0.2226089,1.2,1.1,14336,6439994,0.002226089
0.8542432,1.2,1.2,57659,6749717,0.008542432
1.4263955,1.2,1.3,97055,6804214,0.014263955
2.4971832,1.2,1.4,175752,7038010,0.024971832
3.3463774,1.2,1.5,237098,7085214,0.033463774
4.5382436,1.2,1.6,323547,7129344,0.045382436
5.1597205,1.2,1.7,372486,7219112,0.051597205
5.8592001,1.2,1.8,425270,7258158,0.058592001
7.0505848,1.2,1.9,510772,7244392,0.070505848
7.4620058,1.2,2,545625,7312042,0.074620058
8.2275606,1.2,2.1,603737,7337983,0.082275606
8.9131306,1.2,2.2,654906,7347654,0.089131306
10.0946359,1.2,2.3,736970,7300610,0.100946359
9.5896695,1.2,2.4,711831,7422894,0.095896695
10.6465884,1.2,2.5,783383,7358066,0.106465884
10.3429211,1.2,2.6,767579,7421298,0.103429211
10.8676671,1.2,2.7,801426,7374407,0.108676671
11.1905736,1.2,2.8,832765,7441665,0.111905736
11.7473436,1.2,2.9,873491,7435647,0.117473436
12.3908117,1.2,3,914984,7384375,0.123908117
0.1778755,1.3,1.1,12796,7193796,0.001778755
0.6959481,1.3,1.2,51523,7403282,0.006959481
1.3339078,1.3,1.3,101173,7584707,0.013339078
2.0220576,1.3,1.4,155083,7669564,0.020220576
3.0671588,1.3,1.5,237822,7753821,0.030671588
3.8938281,1.3,1.6,306202,7863778,0.038938281
4.5176769,1.3,1.7,359983,7968321,0.045176769
5.189645,1.3,1.8,410183,7903874,0.05189645
5.8737018,1.3,1.9,468836,7981951,0.058737018
6.1192276,1.3,2,490940,8022908,0.061192276
6.8265408,1.3,2.1,548503,8034860,0.068265408
7.3021244,1.3,2.2,588590,8060531,0.073021244
7.7754781,1.3,2.3,630436,8108003,0.077754781
8.4458888,1.3,2.4,682179,8077054,0.084458888
9.1118253,1.3,2.5,738795,8108090,0.091118253
8.9135344,1.3,2.6,716556,8038966,0.089135344
9.5006723,1.3,2.7,769976,8104437,0.095006723
10.1571889,1.3,2.8,820025,8073346,0.101571889
9.7075159,1.3,2.9,783235,8068336,0.097075159
10.3082137,1.3,3,835440,8104605,0.103082137
0.1317716,1.4,1.1,10219,7755086,0.001317716
0.6458412,1.4,1.2,51401,7958767,0.006458412
1.1708359,1.4,1.3,94252,8049975,0.011708359
2.0760945,1.4,1.4,170174,8196833,0.020760945
2.8597136,1.4,1.5,238975,8356606,0.028597136
3.5121993,1.4,1.6,295145,8403424,0.035121993
4.2017416,1.4,1.7,353141,8404634,0.042017416
4.413706,1.4,1.8,372671,8443494,0.04413706
5.3625119,1.4,1.9,452124,8431198,0.053625119
5.4767003,1.4,2,463102,8455858,0.054767003
5.6431735,1.4,2.1,480609,8516644,0.056431735
6.7038526,1.4,2.2,575776,8588733,0.067038526
7.1126076,1.4,2.3,607931,8547231,0.071126076
7.7842702,1.4,2.4,663131,8518859,0.077842702
7.6736272,1.4,2.5,655482,8542010,0.076736272
8.0054712,1.4,2.6,684070,8545031,0.080054712
8.1761176,1.4,2.7,698723,8545902,0.081761176
8.9478789,1.4,2.8,767160,8573652,0.089478789
8.2930268,1.4,2.9,711977,8585249,0.082930268
8.7775224,1.4,3,753658,8586227,0.087775224
0.1300937,1.5,1.1,10581,8133367,0.001300937
0.5992068,1.5,1.2,50126,8365393,0.005992068
1.2569079,1.5,1.3,106558,8477789,0.012569079
1.8416384,1.5,1.4,159188,8643825,0.018416384
2.6679079,1.5,1.5,231738,8686132,0.026679079
3.2554584,1.5,1.6,283999,8723779,0.032554584
3.6297571,1.5,1.7,319882,8812766,0.036297571
4.2083571,1.5,1.8,370145,8795475,0.042083571
4.8998359,1.5,1.9,434275,8863052,0.048998359
4.9356587,1.5,2,438021,8874621,0.049356587
5.5677049,1.5,2.1,497478,8935064,0.055677049
5.8606089,1.5,2.2,522343,8912777,0.058606089
6.2481827,1.5,2.3,560407,8969120,0.062481827
6.1919901,1.5,2.4,551033,8899126,0.061919901
7.1263531,1.5,2.5,633966,8896079,0.071263531
6.6769011,1.5,2.6,600248,8989919,0.066769011
7.0962594,1.5,2.7,634202,8937131,0.070962594
7.0031886,1.5,2.8,628162,8969657,0.070031886
7.8467465,1.5,2.9,698346,8899816,0.078467465
7.9552657,1.5,3,711506,8943837,0.079552657
0.3546402,1.1,1.1,24984,7044886,0.003546402
1.1537386,1.1,1.2,86246,7475350,0.011537386
2.0842425,1.1,1.3,162424,7792951,0.020842425
2.8867438,1.1,1.4,224543,7778418,0.028867438
3.9856397,1.1,1.5,311973,7827426,0.039856397
4.9425965,1.1,1.6,393963,7970770,0.049425965
5.8251446,1.1,1.7,459032,7880182,0.058251446
5.9463697,1.1,1.8,479404,8062129,0.059463697
7.4849735,1.1,1.9,612137,8178212,0.074849735
7.4479006,1.1,2,607268,8153546,0.074479006
8.4909751,1.1,2.1,694440,8178566,0.084909751
9.2690574,1.1,2.2,753825,8132704,0.092690574
9.3359592,1.1,2.3,765683,8201439,0.093359592
10.2051161,1.1,2.4,831311,8146022,0.102051161
10.1009123,1.1,2.5,832888,8245671,0.101009123
11.0913446,1.1,2.6,904711,8156910,0.110913446
11.1719072,1.1,2.7,918495,8221470,0.111719072
11.9739215,1.1,2.8,993434,8296647,0.119739215
11.8013575,1.1,2.9,986038,8355293,0.118013575
12.2454129,1.1,3,1007069,8224051,0.122454129
0.1907797,1.2,1.1,16220,8501955,0.001907797
0.7753533,1.2,1.2,67332,8684041,0.007753533
1.3962374,1.2,1.3,124059,8885237,0.013962374
2.2500649,1.2,1.4,204857,9104493,0.022500649
2.9457946,1.2,1.5,268734,9122632,0.029457946
3.364556,1.2,1.6,311858,9268920,0.03364556
4.3995519,1.2,1.7,408284,9280127,0.043995519
4.3156327,1.2,1.8,400138,9271827,0.043156327
5.1349355,1.2,1.9,481499,9376924,0.051349355
5.6647832,1.2,2,526012,9285651,0.056647832
5.8870466,1.2,2.1,552166,9379338,0.058870466
6.7516547,1.2,2.2,638124,9451372,0.067516547
7.0274564,1.2,2.3,662071,9421204,0.070274564
7.3113726,1.2,2.4,692967,9477933,0.073113726
8.014368,1.2,2.5,750612,9365829,0.08014368
8.0097983,1.2,2.6,755078,9426929,0.080097983
8.4014876,1.2,2.7,794301,9454290,0.084014876
8.9519418,1.2,2.8,839104,9373430,0.089519418
8.7483544,1.2,2.9,827013,9453355,0.087483544
8.8385907,1.2,3,830330,9394371,0.088385907
0.1337624,1.3,1.1,12348,9231292,0.001337624
0.6303099,1.3,1.2,59505,9440594,0.006303099
1.1238434,1.3,1.3,108715,9673501,0.011238434
1.912794,1.3,1.4,187272,9790495,0.01912794
2.3586978,1.3,1.5,231751,9825379,0.023586978
2.9760229,1.3,1.6,297555,9998411,0.029760229
3.5890739,1.3,1.7,360550,10045767,0.035890739
3.896552,1.3,1.8,390892,10031741,0.03896552
4.3576011,1.3,1.9,438212,10056267,0.043576011
4.8184244,1.3,2,486709,10100999,0.048184244
5.1081279,1.3,2.1,517009,10121301,0.051081279
5.9391493,1.3,2.2,600073,10103686,0.059391493
5.9216566,1.3,2.3,599191,10118638,0.059216566
5.9714098,1.3,2.4,603193,10101350,0.059714098
6.3325294,1.3,2.5,639837,10103972,0.063325294
6.359462,1.3,2.6,643113,10112695,0.06359462
6.7407203,1.3,2.7,685332,10167044,0.067407203
6.9611835,1.3,2.8,713013,10242698,0.069611835
7.2350792,1.3,2.9,735607,10167228,0.072350792
7.5751411,1.3,3,769999,10164814,0.075751411
0.1215786,1.4,1.1,11922,9806005,0.001215786
0.547788,1.4,1.2,54846,10012268,0.00547788
1.0030406,1.4,1.3,101758,10144953,0.010030406
1.5575057,1.4,1.4,160864,10328309,0.015575057
1.9918104,1.4,1.5,206404,10362633,0.019918104
2.5702574,1.4,1.6,266966,10386742,0.025702574
2.8601931,1.4,1.7,298210,10426219,0.028601931
3.172102,1.4,1.8,331430,10448277,0.03172102
3.9485686,1.4,1.9,415517,10523231,0.039485686
3.7223093,1.4,2,388762,10444108,0.037223093
4.2852239,1.4,2.1,450936,10523044,0.042852239
5.0434987,1.4,2.2,533010,10568259,0.050434987
4.9020226,1.4,2.3,519694,10601624,0.049020226
5.117314,1.4,2.4,541339,10578577,0.05117314
5.3545464,1.4,2.5,568120,10610049,0.053545464
5.5271134,1.4,2.6,588664,10650478,0.055271134
5.7217446,1.4,2.7,605729,10586439,0.057217446
5.7200562,1.4,2.8,606258,10598812,0.057200562
6.1758369,1.4,2.9,655140,10608117,0.061758369
6.4646368,1.4,3,683467,10572396,0.064646368
0.1130832,1.5,1.1,11512,10180117,0.001130832
0.4507433,1.5,1.2,46606,10339810,0.004507433
0.8514407,1.5,1.3,89560,10518642,0.008514407
1.3883041,1.5,1.4,148484,10695351,0.013883041
1.7960885,1.5,1.5,192496,10717512,0.017960885
2.3204973,1.5,1.6,249208,10739422,0.023204973
2.6674889,1.5,1.7,286303,10733053,0.026674889
3.2891317,1.5,1.8,356510,10839031,0.032891317
3.3827402,1.5,1.9,367864,10874734,0.033827402
3.356432,1.5,2,365300,10883581,0.03356432
4.0188091,1.5,2.1,438786,10918309,0.040188091
4.3281714,1.5,2.2,475291,10981335,0.043281714
4.4529375,1.5,2.3,488897,10979202,0.044529375
4.6302588,1.5,2.4,506831,10946062,0.046302588
4.9801708,1.5,2.5,542354,10890269,0.049801708
5.1788878,1.5,2.6,562848,10868125,0.051788878
4.9899206,1.5,2.7,546967,10961437,0.049899206
5.3712706,1.5,2.8,585475,10900121,0.053712706
5.2945031,1.5,2.9,578302,10922687,0.052945031
5.3930823,1.5,3,590768,10954181,0.053930823
0.287566,1.1,1.1,25591,8899175,0.00287566
1.0114093,1.1,1.2,93910,9285064,0.010114093
1.8093381,1.1,1.3,171224,9463350,0.018093381
2.5332618,1.1,1.4,243084,9595692,0.025332618
3.5336582,1.1,1.5,345788,9785553,0.035336582
4.1427253,1.1,1.6,407154,9828168,0.041427253
4.9057733,1.1,1.7,487382,9934866,0.049057733
5.4921773,1.1,1.8,541910,9866943,0.054921773
5.9713001,1.1,1.9,601205,10068243,0.059713001
6.4550666,1.1,2,648797,10050973,0.064550666
7.1607891,1.1,2.1,718597,10035165,0.071607891
8.2965652,1.1,2.2,840266,10127878,0.082965652
8.5604526,1.1,2.3,862685,10077563,0.085604526
9.3197213,1.1,2.4,946167,10152310,0.093197213
9.4519678,1.1,2.5,955524,10109260,0.094519678
10.0947714,1.1,2.6,1020966,10113810,0.100947714
10.0977252,1.1,2.7,1033877,10238712,0.100977252
11.0146309,1.1,2.8,1120120,10169383,0.110146309
11.2487656,1.1,2.9,1155311,10270558,0.112487656
11.4916333,1.1,3,1164347,10132128,0.114916333
0.1437493,1.2,1.1,14937,10391006,0.001437493
0.6295335,1.2,1.2,67217,10677271,0.006295335
1.1730956,1.2,1.3,128364,10942331,0.011730956
2.0497943,1.2,1.4,226199,11035205,0.020497943
2.4275948,1.2,1.5,268836,11074171,0.024275948
3.1836491,1.2,1.6,356831,11208239,0.031836491
3.3279338,1.2,1.7,374343,11248511,0.033279338
4.0453356,1.2,1.8,455634,11263194,0.040453356
4.4931156,1.2,1.9,509753,11345201,0.044931156
4.6768756,1.2,2,529725,11326472,0.046768756
5.3025199,1.2,2.1,604153,11393696,0.053025199
6.2695546,1.2,2.2,720328,11489301,0.062695546
6.3297285,1.2,2.3,726820,11482641,0.063297285
6.536389,1.2,2.4,752257,11508755,0.06536389
7.0183725,1.2,2.5,803693,11451273,0.070183725
7.3598262,1.2,2.6,845081,11482350,0.073598262
7.725748,1.2,2.7,888564,11501333,0.07725748
7.9181031,1.2,2.8,912235,11520878,0.079181031
7.6770614,1.2,2.9,882662,11497394,0.076770614
8.0416443,1.2,3,930225,11567597,0.080416443
0.1074815,1.3,1.1,12055,11215884,0.001074815
0.5596099,1.3,1.2,64569,11538216,0.005596099
1.0743152,1.3,1.3,125452,11677392,0.010743152
1.5376911,1.3,1.4,182166,11846723,0.015376911
2.095866,1.3,1.5,250033,11929818,0.02095866
2.6107967,1.3,1.6,314258,12036862,0.026107967
2.8800304,1.3,1.7,346370,12026609,0.028800304
3.3100261,1.3,1.8,399991,12084225,0.033100261
3.6183307,1.3,1.9,438073,12107047,0.036183307
4.174045,1.3,2,505207,12103535,0.04174045
4.5366437,1.3,2.1,548665,12094073,0.045366437
4.8573687,1.3,2.2,591902,12185651,0.048573687
5.1739948,1.3,2.3,630946,12194562,0.051739948
5.120722,1.3,2.4,625028,12205857,0.05120722
5.4709714,1.3,2.5,666895,12189700,0.054709714
5.8919868,1.3,2.6,718981,12202692,0.058919868
5.9639331,1.3,2.7,728248,12210868,0.059639331
6.2649446,1.3,2.8,768098,12260252,0.062649446
6.6402146,1.3,2.9,810117,12200163,0.066402146
6.4632621,1.3,3,790447,12229846,0.064632621
0.0975091,1.4,1.1,11500,11793775,0.000975091
0.4198139,1.4,1.2,50693,12075112,0.004198139
0.9135524,1.4,1.3,111719,12229074,0.009135524
1.3784693,1.4,1.4,170526,12370678,0.013784693
1.7820452,1.4,1.5,221380,12422805,0.017820452
2.1872659,1.4,1.6,274018,12527878,0.021872659
2.6305797,1.4,1.7,329761,12535678,0.026305797
2.9509163,1.4,1.8,370957,12570909,0.029509163
3.3553516,1.4,1.9,423089,12609379,0.033553516
3.5605237,1.4,2,449974,12637860,0.035605237
3.8982392,1.4,2.1,489731,12562877,0.038982392
4.3177838,1.4,2.2,549198,12719442,0.043177838
4.455802,1.4,2.3,562389,12621499,0.04455802
4.8627753,1.4,2.4,615794,12663427,0.048627753
4.8817633,1.4,2.5,618101,12661429,0.048817633
5.149155,1.4,2.6,655899,12737993,0.05149155
5.042185,1.4,2.7,641279,12718276,0.05042185
5.396358,1.4,2.8,686807,12727232,0.05396358
5.3359113,1.4,2.9,674835,12647043,0.053359113
5.703759,1.4,3,721166,12643697,0.05703759
0.0819729,1.5,1.1,10030,12235756,0.000819729
0.4568135,1.5,1.2,57284,12539909,0.004568135
0.7751828,1.5,1.3,97725,12606704,0.007751828
1.1289922,1.5,1.4,143307,12693356,0.011289922
1.5633768,1.5,1.5,199680,12772353,0.015633768
1.9620912,1.5,1.6,251983,12842573,0.019620912
2.3973115,1.5,1.7,309243,12899575,0.023973115
2.6043491,1.5,1.8,336402,12916932,0.026043491
3.0398568,1.5,1.9,393142,12932912,0.030398568
3.0581102,1.5,2,397359,12993613,0.030581102
3.4711359,1.5,2.1,451649,13011562,0.034711359
3.9474557,1.5,2.2,514440,13032192,0.039474557
3.7417972,1.5,2.3,488743,13061718,0.037417972
4.0812568,1.5,2.4,530564,13000015,0.040812568
4.0150052,1.5,2.5,524467,13062673,0.040150052
4.4493945,1.5,2.6,581761,13075060,0.044493945
4.4200369,1.5,2.7,575522,13020751,0.044200369
4.8103418,1.5,2.8,627855,13052191,0.048103418
4.7278399,1.5,2.9,616733,13044710,0.047278399
4.9606149,1.5,3,646359,13029816,0.049606149
0.2727718,1.1,1.1,24610,9022195,0.002727718
1.0097534,1.1,1.2,93448,9254537,0.010097534
1.6643741,1.1,1.3,158098,9498946,0.016643741
2.5570418,1.1,1.4,248730,9727256,0.025570418
3.2438294,1.1,1.5,314709,9701774,0.032438294
4.163376,1.1,1.6,412192,9900427,0.04163376
4.7085907,1.1,1.7,467181,9921886,0.047085907
5.3827058,1.1,1.8,536351,9964338,0.053827058
5.8316104,1.1,1.9,577987,9911276,0.058316104
6.7900403,1.1,2,678309,9989764,0.067900403
7.5501963,1.1,2.1,758204,10042176,0.075501963
8.2508246,1.1,2.2,829653,10055395,0.082508246
8.8350945,1.1,2.3,897971,10163683,0.088350945
9.0276953,1.1,2.4,915595,10142068,0.090276953
9.7504051,1.1,2.5,985350,10105734,0.097504051
9.9342485,1.1,2.6,1014192,10209046,0.099342485
10.7171214,1.1,2.7,1085752,10131004,0.107171214
10.8620297,1.1,2.8,1122513,10334284,0.108620297
11.2588333,1.1,2.9,1152483,10236256,0.112588333
11.3738888,1.1,3,1154438,10149897,0.113738888
0.1320824,1.2,1.1,13792,10441970,0.001320824
0.6396609,1.2,1.2,68885,10768987,0.006396609
1.2690921,1.2,1.3,138745,10932619,0.012690921
1.9315324,1.2,1.4,212853,11019903,0.019315324
2.4316197,1.2,1.5,270680,11131675,0.024316197
3.0002589,1.2,1.6,337663,11254462,0.030002589
3.1266566,1.2,1.7,351341,11236955,0.031266566
4.0012112,1.2,1.8,454696,11363959,0.040012112
4.3182982,1.2,1.9,493633,11431193,0.043182982
4.8931629,1.2,2,557100,11385274,0.048931629
5.2993676,1.2,2.1,605421,11424401,0.052993676
5.9385726,1.2,2.2,679565,11443238,0.059385726
6.0490448,1.2,2.3,692202,11443162,0.060490448
6.4901483,1.2,2.4,745185,11481787,0.064901483
7.1912956,1.2,2.5,824401,11463873,0.071912956
7.1492989,1.2,2.6,818262,11445346,0.071492989
7.6913152,1.2,2.7,888844,11556463,0.076913152
7.7290886,1.2,2.8,888062,11489867,0.077290886
7.9173587,1.2,2.9,908999,11481089,0.079173587
7.9462743,1.2,3,921273,11593773,0.079462743
0.1137574,1.3,1.1,12788,11241471,0.001137574
0.5317413,1.3,1.2,61064,11483780,0.005317413
0.992909,1.3,1.3,116760,11759386,0.00992909
1.6939543,1.3,1.4,200456,11833613,0.016939543
1.9487879,1.3,1.5,233119,11962256,0.019487879
2.3555968,1.3,1.6,282881,12008889,0.023555968
2.9413535,1.3,1.7,355306,12079677,0.029413535
3.1561513,1.3,1.8,382322,12113551,0.031561513
3.7427433,1.3,1.9,452672,12094658,0.037427433
3.9216484,1.3,2,476989,12162972,0.039216484
4.4459787,1.3,2.1,542202,12195335,0.044459787
4.9476825,1.3,2.2,603557,12198782,0.049476825
5.1017803,1.3,2.3,623475,12220734,0.051017803
5.3583564,1.3,2.4,653242,12191089,0.053583564
5.6218444,1.3,2.5,686862,12217734,0.056218444
5.8516807,1.3,2.6,717056,12253847,0.058516807
5.8767908,1.3,2.7,714246,12153674,0.058767908
6.3346153,1.3,2.8,771667,12181750,0.063346153
6.1184254,1.3,2.9,751660,12285187,0.061184254
6.6011635,1.3,3,806855,12222921,0.066011635
0.0789908,1.4,1.1,9283,11752004,0.000789908
0.479902,1.4,1.2,57980,12081633,0.00479902
0.896408,1.4,1.3,110136,12286370,0.00896408
1.3519661,1.4,1.4,167045,12355709,0.013519661
1.6826234,1.4,1.5,209375,12443367,0.016826234
2.073384,1.4,1.6,257797,12433635,0.02073384
2.473874,1.4,1.7,309760,12521252,0.02473874
2.9940261,1.4,1.8,377491,12608140,0.029940261
3.282767,1.4,1.9,414577,12628889,0.03282767
3.516133,1.4,2,443444,12611696,0.03516133
3.7661012,1.4,2.1,476547,12653590,0.037661012
4.1226875,1.4,2.2,521423,12647648,0.041226875
4.4298347,1.4,2.3,560482,12652436,0.044298347
4.7964429,1.4,2.4,607123,12657776,0.047964429
4.653819,1.4,2.5,590031,12678426,0.04653819
5.0526679,1.4,2.6,641965,12705466,0.050526679
5.0916507,1.4,2.7,645479,12677205,0.050916507
5.3483202,1.4,2.8,677205,12662013,0.053483202
5.3987917,1.4,2.9,684064,12670687,0.053987917
5.5338572,1.4,3,704055,12722681,0.055338572
0.0927966,1.5,1.1,11313,12191183,0.000927966
0.4491608,1.5,1.2,56087,12487065,0.004491608
0.7667936,1.5,1.3,96975,12646819,0.007667936
1.1919578,1.5,1.4,151699,12726877,0.011919578
1.6676513,1.5,1.5,213455,12799738,0.016676513
1.9663217,1.5,1.6,253025,12867935,0.019663217
2.2652056,1.5,1.7,291286,12859142,0.022652056
2.5309726,1.5,1.8,328284,12970666,0.025309726
2.8444435,1.5,1.9,369488,12989817,0.028444435
3.0172499,1.5,2,390898,12955440,0.030172499
3.4132069,1.5,2.1,443073,12981135,0.034132069
3.8791052,1.5,2.2,505282,13025736,0.038791052
3.8244901,1.5,2.3,498573,13036326,0.038244901
3.8338266,1.5,2.4,501843,13089872,0.038338266
3.9281927,1.5,2.5,512261,13040628,0.039281927
4.4642772,1.5,2.6,583233,13064444,0.044642772
4.3041183,1.5,2.7,561692,13050106,0.043041183
4.6197431,1.5,2.8,602126,13033755,0.046197431
4.6117115,1.5,2.9,601007,13032190,0.046117115
4.6982795,1.5,3,611983,13025683,0.046982795
0.2608525,1.1,1.1,22903,8780058,0.002608525
1.0444098,1.1,1.2,97800,9364140,0.010444098
1.7676197,1.1,1.3,167046,9450336,0.017676197
2.7342631,1.1,1.4,263783,9647316,0.027342631
3.1500802,1.1,1.5,307587,9764418,0.031500802
4.1297533,1.1,1.6,403894,9780100,0.041297533
4.3389162,1.1,1.7,428984,9886893,0.043389162
5.4754474,1.1,1.8,542344,9905017,0.054754474
6.0765648,1.1,1.9,612655,10082259,0.060765648
6.8852332,1.1,2,692178,10053080,0.068852332
7.1014207,1.1,2.1,716067,10083433,0.071014207
8.0598401,1.1,2.2,815626,10119630,0.080598401
8.7646035,1.1,2.3,885468,10102773,0.087646035
9.318161,1.1,2.4,940102,10088922,0.09318161
9.6742895,1.1,2.5,980621,10136362,0.096742895
10.0698678,1.1,2.6,1024919,10178078,0.100698678
10.5301073,1.1,2.7,1066637,10129403,0.105301073
11.0676492,1.1,2.8,1123664,10152689,0.110676492
11.1304912,1.1,2.9,1132317,10173109,0.111304912
11.5813957,1.1,3,1183154,10215988,0.115813957
0.1306131,1.2,1.1,13635,10439232,0.001306131
0.6613789,1.2,1.2,71255,10773703,0.006613789
1.2498843,1.2,1.3,136018,10882447,0.012498843
1.9275468,1.2,1.4,213292,11065464,0.019275468
2.3967621,1.2,1.5,267684,11168568,0.023967621
3.1147246,1.2,1.6,350687,11259005,0.031147246
3.3678317,1.2,1.7,379226,11260242,0.033678317
4.185404,1.2,1.8,471940,11275853,0.04185404
4.1553394,1.2,1.9,473167,11386964,0.041553394
5.1056906,1.2,2,582552,11409857,0.051056906
5.3751228,1.2,2.1,617130,11481226,0.053751228
5.9241846,1.2,2.2,677342,11433506,0.059241846
6.3970611,1.2,2.3,728285,11384681,0.063970611
6.4447043,1.2,2.4,745585,11568956,0.064447043
6.6838698,1.2,2.5,766457,11467264,0.066838698
7.1958688,1.2,2.6,828952,11519832,0.071958688
7.5113192,1.2,2.7,859349,11440720,0.075113192
7.5127561,1.2,2.8,863421,11492733,0.075127561
7.7954284,1.2,2.9,896024,11494224,0.077954284
8.4458118,1.2,3,965729,11434413,0.084458118
0.0972246,1.3,1.1,10910,11221435,0.000972246
0.5438279,1.3,1.2,62908,11567630,0.005438279
0.9913274,1.3,1.3,116410,11742841,0.009913274
1.565968,1.3,1.4,185241,11829169,0.01565968
2.0284435,1.3,1.5,241854,11923132,0.020284435
2.5402622,1.3,1.6,303512,11948058,0.025402622
2.8509091,1.3,1.7,343340,12043176,0.028509091
3.1960898,1.3,1.8,386428,12090649,0.031960898
3.4218232,1.3,1.9,415426,12140487,0.034218232
4.1552482,1.3,2,502434,12091552,0.041552482
4.6930285,1.3,2.1,572374,12196261,0.046930285
5.0032856,1.3,2.2,608054,12153094,0.050032856
5.1361219,1.3,2.3,627906,12225294,0.051361219
5.2608698,1.3,2.4,645850,12276487,0.052608698
5.8066071,1.3,2.5,708312,12198380,0.058066071
5.8563008,1.3,2.6,715220,12212829,0.058563008
6.2895412,1.3,2.7,769915,12241195,0.062895412
6.2209195,1.3,2.8,760770,12229221,0.062209195
6.1249652,1.3,2.9,744806,12160167,0.061249652
6.3158879,1.3,3,771430,12214118,0.063158879
0.0840013,1.4,1.1,9916,11804581,0.000840013
0.4354659,1.4,1.2,52652,12090957,0.004354659
0.9154369,1.4,1.3,112388,12276980,0.009154369
1.4850266,1.4,1.4,183837,12379374,0.014850266
1.7786589,1.4,1.5,221268,12440159,0.017786589
2.2297144,1.4,1.6,277130,12428946,0.022297144
2.5757912,1.4,1.7,321822,12494103,0.025757912
2.7323616,1.4,1.8,342426,12532236,0.027323616
3.2500318,1.4,1.9,409733,12607046,0.032500318
3.4562424,1.4,2,436059,12616563,0.034562424
3.6459229,1.4,2.1,460528,12631315,0.036459229
4.259002,1.4,2.2,539663,12671114,0.04259002
4.3979587,1.4,2.3,559870,12730224,0.043979587
4.6194057,1.4,2.4,583372,12628724,0.046194057
4.8427347,1.4,2.5,614130,12681471,0.048427347
4.8958294,1.4,2.6,622214,12709062,0.048958294
4.825677,1.4,2.7,614153,12726774,0.04825677
5.172381,1.4,2.8,655562,12674279,0.05172381
5.3916856,1.4,2.9,683244,12672178,0.053916856
5.7580432,1.4,3,729294,12665657,0.057580432
0.0835334,1.5,1.1,10231,12247802,0.000835334
0.467984,1.5,1.2,58556,12512394,0.00467984
0.7816862,1.5,1.3,98397,12587788,0.007816862
1.2906897,1.5,1.4,164676,12758760,0.012906897
1.6172487,1.5,1.5,207202,12812006,0.016172487
1.9932074,1.5,1.6,255472,12817131,0.019932074
2.2500295,1.5,1.7,290120,12894053,0.022500295
2.5028409,1.5,1.8,324257,12955558,0.025028409
2.9232868,1.5,1.9,378873,12960514,0.029232868
3.1648101,1.5,2,410377,12966876,0.031648101
3.6199641,1.5,2.1,471601,13027781,0.036199641
3.7875021,1.5,2.2,492569,13005115,0.037875021
4.1798016,1.5,2.3,544357,13023513,0.041798016
4.1370899,1.5,2.4,539725,13046006,0.041370899
4.1632694,1.5,2.5,541093,12996829,0.041632694
4.4185426,1.5,2.6,575412,13022665,0.044185426
4.536921,1.5,2.7,590551,13016559,0.04536921
4.8756898,1.5,2.8,635939,13043057,0.048756898
4.4065913,1.5,2.9,573493,13014436,0.044065913
4.8134593,1.5,3,626039,13006010,0.048134593
0.2695595,1.1,1.1,27862,10336124,0.002695595
0.9958762,1.1,1.2,106753,10719505,0.009958762
1.9214835,1.1,1.3,208963,10875087,0.019214835
2.8007914,1.1,1.4,313499,11193229,0.028007914
3.4787479,1.1,1.5,394803,11348997,0.034787479
4.4720904,1.1,1.6,512757,11465712,0.044720904
5.1370364,1.1,1.7,589037,11466475,0.051370364
5.8917726,1.1,1.8,679232,11528483,0.058917726
6.385494,1.1,1.9,736986,11541566,0.06385494
7.1524309,1.1,2,822810,11503921,0.071524309
7.5909593,1.1,2.1,883361,11637014,0.075909593
8.7972099,1.1,2.2,1024310,11643578,0.087972099
9.1551653,1.1,2.3,1075509,11747565,0.091551653
9.5868857,1.1,2.4,1126180,11747089,0.095868857
10.3729872,1.1,2.5,1207485,11640668,0.103729872
10.9061141,1.1,2.6,1282477,11759248,0.109061141
10.7249914,1.1,2.7,1257904,11728718,0.107249914
11.69097,1.1,2.8,1374505,11756980,0.1169097
12.1068003,1.1,2.9,1429909,11810792,0.121068003
11.9336174,1.1,3,1392701,11670401,0.119336174
0.1351009,1.2,1.1,16372,12118354,0.001351009
0.6933236,1.2,1.2,86437,12467050,0.006933236
1.2544134,1.2,1.3,158214,12612588,0.012544134
2.0797073,1.2,1.4,266773,12827430,0.020797073
2.447307,1.2,1.5,315173,12878360,0.02447307
3.1281812,1.2,1.6,406729,13002092,0.031281812
3.6171005,1.2,1.7,473052,13078210,0.036171005
4.3694068,1.2,1.8,572854,13110567,0.043694068
4.5318989,1.2,1.9,596012,13151485,0.045318989
5.2194809,1.2,2,685702,13137360,0.052194809
5.3319028,1.2,2.1,703745,13198759,0.053319028
