Request Allowed Wait Time Used(%),Car flexibility (param.),Req. flexibility (param.),reqWaitTime,reqDis,Requests Flexibility Used
6.3537703,1.2,2.2,839785,13217113,0.063537703
6.5021911,1.2,2.3,863424,13278970,0.065021911
7.1673476,1.2,2.4,948861,13238663,0.071673476
7.5473824,1.2,2.5,996916,13208765,0.075473824
7.5989468,1.2,2.6,1006208,13241414,0.075989468
7.8159297,1.2,2.7,1037756,13277448,0.078159297
7.8748441,1.2,2.8,1045544,13277012,0.078748441
8.3527978,1.2,2.9,1111949,13312294,0.083527978
8.2775369,1.2,3,1098909,13275797,0.082775369
0.1189059,1.3,1.1,15660,13170083,0.001189059
0.5240187,1.3,1.2,70514,13456391,0.005240187
0.9445162,1.3,1.3,128459,13600508,0.009445162
1.6191254,1.3,1.4,222021,13712403,0.016191254
2.0264649,1.3,1.5,279997,13817017,0.020264649
2.5338325,1.3,1.6,354076,13973931,0.025338325
3.0809376,1.3,1.7,432084,14024432,0.030809376
3.3654947,1.3,1.8,471836,14019811,0.033654947
3.8708498,1.3,1.9,544643,14070373,0.038708498
4.1601154,1.3,2,587064,14111724,0.041601154
4.6403098,1.3,2.1,652669,14065203,0.046403098
5.3509599,1.3,2.2,755045,14110459,0.053509599
5.3458198,1.3,2.3,758157,14182240,0.053458198
5.8518132,1.3,2.4,826517,14124118,0.058518132
6.0830622,1.3,2.5,860115,14139507,0.060830622
5.9540513,1.3,2.6,845930,14207637,0.059540513
6.0902536,1.3,2.7,865081,14204351,0.060902536
6.2020368,1.3,2.8,882617,14231083,0.062020368
6.3382091,1.3,2.9,894946,14119856,0.063382091
6.6450134,1.3,3,940209,14149091,0.066450134
0.101803,1.4,1.1,14104,13854206,0.00101803
0.4532723,1.4,1.2,63771,14069025,0.004532723
0.8042799,1.4,1.3,114327,14214827,0.008042799
1.371883,1.4,1.4,197153,14370978,0.01371883
1.8813867,1.4,1.5,272421,14479798,0.018813867
2.2428922,1.4,1.6,326059,14537435,0.022428922
2.5434712,1.4,1.7,369668,14533996,0.025434712
2.8409141,1.4,1.8,414454,14588755,0.028409141
3.2798261,1.4,1.9,482041,14697151,0.032798261
3.7094698,1.4,2,544465,14677704,0.037094698
3.8751647,1.4,2.1,571142,14738522,0.038751647
4.2865245,1.4,2.2,629305,14681008,0.042865245
4.4065008,1.4,2.3,647239,14688276,0.044065008
4.7968004,1.4,2.4,706642,14731528,0.047968004
4.9857787,1.4,2.5,733493,14711704,0.049857787
4.9995425,1.4,2.6,736623,14733808,0.049995425
5.2473268,1.4,2.7,772903,14729462,0.052473268
5.1947666,1.4,2.8,766230,14750037,0.051947666
5.4893139,1.4,2.9,806646,14694842,0.054893139
5.7699867,1.4,3,851909,14764488,0.057699867
0.1013676,1.5,1.1,14502,14306343,0.001013676
0.3925353,1.5,1.2,57145,14557925,0.003925353
0.7679762,1.5,1.3,113335,14757618,0.007679762
1.161947,1.5,1.4,172803,14871849,0.01161947
1.617209,1.5,1.5,241021,14903516,0.01617209
1.8775304,1.5,1.6,282064,15023139,0.018775304
2.3009076,1.5,1.7,346632,15065012,0.023009076
2.4583254,1.5,1.8,369715,15039303,0.024583254
2.9002033,1.5,1.9,437684,15091494,0.029002033
3.1266055,1.5,2,472245,15104080,0.031266055
3.4558032,1.5,2.1,520872,15072386,0.034558032
3.6606605,1.5,2.2,551247,15058676,0.036606605
3.8097608,1.5,2.3,578241,15177882,0.038097608
4.1219768,1.5,2.4,623909,15136160,0.041219768
4.2088698,1.5,2.5,637250,15140644,0.042088698
4.2888095,1.5,2.6,652032,15203100,0.042888095
4.3447563,1.5,2.7,658004,15144785,0.043447563
4.8910185,1.5,2.8,739854,15126788,0.048910185
4.6345495,1.5,2.9,702166,15150685,0.046345495
4.8211989,1.5,3,728598,15112382,0.048211989
0.2591438,1.1,1.1,24206,9340760,0.002591438
1.0255323,1.1,1.2,99660,9717880,0.010255323
1.9479273,1.1,1.3,194669,9993648,0.019479273
2.8559557,1.1,1.4,293366,10272078,0.028559557
3.8054078,1.1,1.5,391487,10287649,0.038054078
4.6041757,1.1,1.6,474971,10316092,0.046041757
5.1955318,1.1,1.7,543331,10457659,0.051955318
5.7846866,1.1,1.8,615014,10631760,0.057846866
6.5063992,1.1,1.9,683466,10504520,0.065063992
7.0078493,1.1,2,743597,10610916,0.070078493
7.8368061,1.1,2.1,829772,10588140,0.078368061
8.2506454,1.1,2.2,877661,10637483,0.082506454
8.6811857,1.1,2.3,926307,10670282,0.086811857
8.5157806,1.1,2.4,917971,10779646,0.085157806
9.403431,1.1,2.5,1008434,10724107,0.09403431
9.5252566,1.1,2.6,1013413,10639220,0.095252566
9.6159521,1.1,2.7,1038929,10804224,0.096159521
10.3142336,1.1,2.8,1105320,10716453,0.103142336
10.6000942,1.1,2.9,1135991,10716801,0.106000942
10.6662308,1.1,3,1139079,10679302,0.106662308
0.1547075,1.2,1.1,16955,10959393,0.001547075
0.6726954,1.2,1.2,76130,11317157,0.006726954
1.2572216,1.2,1.3,143693,11429409,0.012572216
2.0176939,1.2,1.4,236095,11701230,0.020176939
2.6326694,1.2,1.5,308637,11723348,0.026326694
3.324777,1.2,1.6,392849,11815800,0.03324777
3.6719616,1.2,1.7,439079,11957614,0.036719616
4.2507423,1.2,1.8,503066,11834780,0.042507423
4.8476093,1.2,1.9,580290,11970643,0.048476093
5.122598,1.2,2,612315,11953212,0.05122598
5.5174125,1.2,2.1,662259,12003072,0.055174125
6.3933647,1.2,2.2,768134,12014550,0.063933647
6.3458282,1.2,2.3,763088,12025034,0.063458282
6.5511408,1.2,2.4,791658,12084277,0.065511408
7.0732547,1.2,2.5,848129,11990647,0.070732547
7.1468277,1.2,2.6,854728,11959544,0.071468277
7.0745667,1.2,2.7,855882,12098013,0.070745667
7.787791,1.2,2.8,935363,12010633,0.07787791
7.5053229,1.2,2.9,906035,12071899,0.075053229
7.8068581,1.2,3,942623,12074294,0.078068581
0.113255,1.3,1.1,13397,11829058,0.00113255
0.5698048,1.3,1.2,68899,12091685,0.005698048
1.1325143,1.3,1.3,138912,12265805,0.011325143
1.9026139,1.3,1.4,237212,12467690,0.019026139
2.1630823,1.3,1.5,272526,12598966,0.021630823
2.7689493,1.3,1.6,348826,12597775,0.027689493
3.285109,1.3,1.7,414805,12626826,0.03285109
3.7573544,1.3,1.8,476094,12670990,0.037573544
4.3075268,1.3,1.9,551307,12798690,0.043075268
4.5983514,1.3,2,585181,12725887,0.045983514
4.5423505,1.3,2.1,577038,12703511,0.045423505
4.9875189,1.3,2.2,639431,12820623,0.049875189
5.0859636,1.3,2.3,653551,12850092,0.050859636
5.6160463,1.3,2.4,718608,12795621,0.056160463
5.980643,1.3,2.5,766152,12810529,0.05980643
6.198814,1.3,2.6,795863,12838956,0.06198814
6.2232684,1.3,2.7,796486,12798516,0.062232684
6.2621453,1.3,2.8,800217,12778640,0.062621453
6.4077334,1.3,2.9,820901,12811098,0.064077334
6.7025626,1.3,3,860029,12831346,0.067025626
0.1018313,1.4,1.1,12653,12425452,0.001018313
0.4917538,1.4,1.2,61816,12570519,0.004917538
0.9751897,1.4,1.3,125732,12893081,0.009751897
1.5676884,1.4,1.4,204457,13041941,0.015676884
2.1142099,1.4,1.5,276709,13088057,0.021142099
2.467441,1.4,1.6,324828,13164570,0.02467441
2.7116125,1.4,1.7,358637,13225968,0.027116125
3.3144833,1.4,1.8,437845,13210053,0.033144833
3.6078746,1.4,1.9,477882,13245527,0.036078746
3.9139739,1.4,2,518839,13256067,0.039139739
4.1092194,1.4,2.1,546336,13295372,0.041092194
4.5275389,1.4,2.2,601173,13278141,0.045275389
4.8944999,1.4,2.3,653246,13346532,0.048944999
4.7354289,1.4,2.4,629641,13296388,0.047354289
4.9644387,1.4,2.5,659837,13291271,0.049644387
5.3420723,1.4,2.6,712702,13341302,0.053420723
5.5799079,1.4,2.7,744195,13337048,0.055799079
5.5264648,1.4,2.8,736537,13327453,0.055264648
5.7023744,1.4,2.9,764953,13414640,0.057023744
5.4699331,1.4,3,728959,13326653,0.054699331
0.0919523,1.5,1.1,11834,12869711,0.000919523
0.4267437,1.5,1.2,55902,13099667,0.004267437
0.8600642,1.5,1.3,114020,13257150,0.008600642
1.3684997,1.5,1.4,182797,13357475,0.013684997
1.7928977,1.5,1.5,240711,13425808,0.017928977
2.1004243,1.5,1.6,284368,13538598,0.021004243
2.5016688,1.5,1.7,339870,13585731,0.025016688
3.1023678,1.5,1.8,421680,13592199,0.031023678
3.2172006,1.5,1.9,439005,13645559,0.032172006
3.2205298,1.5,2,438066,13602296,0.032205298
3.5056064,1.5,2.1,478777,13657466,0.035056064
3.995096,1.5,2.2,547972,13716116,0.03995096
4.3110451,1.5,2.3,590038,13686658,0.043110451
4.4171588,1.5,2.4,604820,13692512,0.044171588
4.5879053,1.5,2.5,627209,13670923,0.045879053
4.4922399,1.5,2.6,613680,13660891,0.044922399
4.6629517,1.5,2.7,638822,13699949,0.046629517
4.6622168,1.5,2.8,637327,13670042,0.046622168
4.9104884,1.5,2.9,673920,13724093,0.049104884
4.8340918,1.5,3,660730,13668131,0.048340918
0.2326704,1.1,1.1,21414,9203577,0.002326704
0.7846259,1.1,1.2,74258,9464128,0.007846259
1.5247582,1.1,1.3,148632,9747906,0.015247582
2.3782571,1.1,1.4,237021,9966164,0.023782571
2.7592476,1.1,1.5,274040,9931693,0.027592476
3.2432893,1.1,1.6,326886,10078842,0.032432893
3.7918711,1.1,1.7,380890,10044909,0.037918711
4.3127796,1.1,1.8,438881,10176291,0.043127796
4.7514712,1.1,1.9,480993,10123033,0.047514712
5.163353,1.1,2,522556,10120478,0.05163353
5.8130495,1.1,2.1,592743,10196765,0.058130495
6.4607639,1.1,2.2,659031,10200512,0.064607639
6.660569,1.1,2.3,684738,10280473,0.06660569
6.9218262,1.1,2.4,717859,10370948,0.069218262
7.7184491,1.1,2.5,792084,10262217,0.077184491
7.827385,1.1,2.6,808184,10325083,0.07827385
7.9577516,1.1,2.7,816389,10259041,0.079577516
8.4406203,1.1,2.8,867734,10280453,0.084406203
8.1291407,1.1,2.9,838983,10320685,0.081291407
9.1907866,1.1,3,945478,10287237,0.091907866
0.133927,1.2,1.1,14256,10644604,0.00133927
0.5971147,1.2,1.2,65319,10939104,0.005971147
1.0250274,1.2,1.3,112685,10993365,0.010250274
1.7298261,1.2,1.4,193817,11204421,0.017298261
2.0876704,1.2,1.5,234331,11224521,0.020876704
2.3743345,1.2,1.6,267356,11260250,0.023743345
2.9549104,1.2,1.7,336166,11376521,0.029549104
3.0045712,1.2,1.8,341830,11376998,0.030045712
3.4828333,1.2,1.9,395059,11343035,0.034828333
3.9454956,1.2,2,447228,11335154,0.039454956
4.0449826,1.2,2.1,461429,11407441,0.040449826
4.6024724,1.2,2.2,528865,11490889,0.046024724
5.1121749,1.2,2.3,586234,11467409,0.051121749
5.0185498,1.2,2.4,576313,11483656,0.050185498
5.5376833,1.2,2.5,634725,11461923,0.055376833
5.4832141,1.2,2.6,629324,11477283,0.054832141
5.8693019,1.2,2.7,672063,11450476,0.058693019
5.732613,1.2,2.8,660445,11520837,0.05732613
5.8936934,1.2,2.9,680356,11543797,0.058936934
6.2428777,1.2,3,716939,11484111,0.062428777
0.0807872,1.3,1.1,9113,11280257,0.000807872
0.4316894,1.3,1.2,50247,11639620,0.004316894
0.9039973,1.3,1.3,106681,11801031,0.009039973
1.3185575,1.3,1.4,156737,11887005,0.013185575
1.7433557,1.3,1.5,207541,11904685,0.017433557
2.0034123,1.3,1.6,239871,11973122,0.020034123
2.2811116,1.3,1.7,275246,12066310,0.022811116
2.7279526,1.3,1.8,327580,12008273,0.027279526
2.8829206,1.3,1.9,348038,12072410,0.028829206
3.3649033,1.3,2,408400,12137050,0.033649033
3.4263333,1.3,2.1,414046,12084230,0.034263333
4.1299579,1.3,2.2,500609,12121407,0.041299579
4.1316337,1.3,2.3,499507,12089818,0.041316337
4.1960193,1.3,2.4,509278,12137170,0.041960193
4.3530547,1.3,2.5,530514,12187166,0.043530547
4.6863052,1.3,2.6,569651,12155653,0.046863052
4.7664943,1.3,2.7,579559,12159020,0.047664943
4.9281525,1.3,2.8,598344,12141345,0.049281525
5.0103503,1.3,2.9,608822,12151286,0.050103503
5.1990815,1.3,3,632789,12171169,0.051990815
0.0723588,1.4,1.1,8596,11879683,0.000723588
0.3555812,1.4,1.2,42898,12064194,0.003555812
0.6758963,1.4,1.3,82488,12204239,0.006758963
1.1504562,1.4,1.4,141605,12308596,0.011504562
1.4661624,1.4,1.5,181307,12366093,0.014661624
1.8241312,1.4,1.6,226834,12435180,0.018241312
2.0369762,1.4,1.7,253944,12466714,0.020369762
2.4683394,1.4,1.8,309690,12546492,0.024683394
2.7401903,1.4,1.9,343298,12528254,0.027401903
3.1516538,1.4,2,395807,12558708,0.031516538
3.3456928,1.4,2.1,419043,12524850,0.033456928
3.6410133,1.4,2.2,459302,12614675,0.036410133
3.7463843,1.4,2.3,469374,12528720,0.037463843
3.7120383,1.4,2.4,466457,12566061,0.037120383
3.808738,1.4,2.5,480342,12611579,0.03808738
3.7252269,1.4,2.6,470168,12621191,0.037252269
3.9989959,1.4,2.7,503553,12591986,0.039989959
4.2039311,1.4,2.8,529025,12584055,0.042039311
4.4793064,1.4,2.9,562599,12559958,0.044793064
4.4552752,1.4,3,561546,12604070,0.044552752
0.082715,1.5,1.1,10111,12223905,0.00082715
0.3630536,1.5,1.2,45219,12455184,0.003630536
0.6810913,1.5,1.3,85662,12577168,0.006810913
1.0091785,1.5,1.4,128300,12713311,0.010091785
1.2884408,1.5,1.5,163766,12710402,0.012884408
1.7041225,1.5,1.6,217739,12777192,0.017041225
1.9540559,1.5,1.7,249932,12790422,0.019540559
2.2033494,1.5,1.8,282054,12801147,0.022033494
2.4988194,1.5,1.9,320712,12834541,0.024988194
2.7270853,1.5,2,350742,12861424,0.027270853
2.8122293,1.5,2.1,362669,12896139,0.028122293
3.2249958,1.5,2.2,414759,12860761,0.032249958
3.347055,1.5,2.3,432649,12926259,0.03347055
3.4314173,1.5,2.4,441319,12861129,0.034314173
3.7819435,1.5,2.5,488393,12913810,0.037819435
3.9176594,1.5,2.6,507425,12952249,0.039176594
3.6208741,1.5,2.7,466590,12886115,0.036208741
3.7816568,1.5,2.8,486731,12870840,0.037816568
3.804998,1.5,2.9,491742,12923581,0.03804998
3.976036,1.5,3,515193,12957453,0.03976036
0.2051345,1.1,1.1,17657,8607524,0.002051345
0.8503165,1.1,1.2,75127,8835181,0.008503165
1.3902579,1.1,1.3,125103,8998546,0.013902579
2.1625583,1.1,1.4,196913,9105558,0.021625583
2.6131532,1.1,1.5,240569,9206081,0.026131532
3.5322414,1.1,1.6,324660,9191331,0.035322414
3.914194,1.1,1.7,363502,9286765,0.03914194
4.4982083,1.1,1.8,420939,9357926,0.044982083
5.121435,1.1,1.9,480011,9372588,0.05121435
5.6002704,1.1,2,528725,9441062,0.056002704
5.7843921,1.1,2.1,548858,9488603,0.057843921
6.7247363,1.1,2.2,634741,9438898,0.067247363
6.9689658,1.1,2.3,662434,9505485,0.069689658
7.5342546,1.1,2.4,724505,9616147,0.075342546
7.86906,1.1,2.5,753194,9571588,0.0786906
8.2946887,1.1,2.6,789106,9513389,0.082946887
8.2595677,1.1,2.7,784969,9503754,0.082595677
8.9364609,1.1,2.8,850056,9512222,0.089364609
9.0123531,1.1,2.9,863193,9577887,0.090123531
9.1962443,1.1,3,876839,9534751,0.091962443
0.1277779,1.2,1.1,12620,9876510,0.001277779
0.5359213,1.2,1.2,53810,10040654,0.005359213
1.0416981,1.2,1.3,105761,10152750,0.010416981
1.5535469,1.2,1.4,161125,10371428,0.015535469
1.9779574,1.2,1.5,207194,10475150,0.019779574
2.544576,1.2,1.6,266905,10489174,0.02544576
2.8681344,1.2,1.7,301430,10509619,0.028681344
3.5435775,1.2,1.8,374951,10581143,0.035435775
3.6703475,1.2,1.9,388684,10589842,0.036703475
3.8653883,1.2,2,411748,10652177,0.038653883
4.3988602,1.2,2.1,465488,10582014,0.043988602
4.9647204,1.2,2.2,531420,10703926,0.049647204
5.1418011,1.2,2.3,550861,10713386,0.051418011
5.4731722,1.2,2.4,579398,10586146,0.054731722
5.3534756,1.2,2.5,574800,10736950,0.053534756
5.6381776,1.2,2.6,601734,10672491,0.056381776
5.9962605,1.2,2.7,641498,10698301,0.059962605
6.1567687,1.2,2.8,663958,10784196,0.061567687
6.5256069,1.2,2.9,700507,10734741,0.065256069
6.7073085,1.2,3,719144,10721797,0.067073085
0.1067278,1.3,1.1,11296,10583936,0.001067278
0.4950948,1.3,1.2,53665,10839339,0.004950948
0.8549618,1.3,1.3,93573,10944699,0.008549618
1.4050551,1.3,1.4,154971,11029532,0.014050551
1.7276298,1.3,1.5,192552,11145443,0.017276298
2.1570767,1.3,1.6,242136,11225192,0.021570767
2.5166617,1.3,1.7,280716,11154300,0.025166617
2.9969172,1.3,1.8,335894,11207984,0.029969172
3.2173954,1.3,1.9,363050,11283972,0.032173954
3.4323938,1.3,2,385256,11224120,0.034323938
3.67864,1.3,2.1,416369,11318558,0.0367864
4.2301287,1.3,2.2,477793,11294999,0.042301287
4.292665,1.3,2.3,485329,11306007,0.04292665
4.7274291,1.3,2.4,536878,11356659,0.047274291
4.6518927,1.3,2.5,527060,11330012,0.046518927
4.8253648,1.3,2.6,544460,11283292,0.048253648
5.0188275,1.3,2.7,571736,11391824,0.050188275
5.032888,1.3,2.8,569520,11315968,0.05032888
5.1427864,1.3,2.9,584610,11367573,0.051427864
5.4437066,1.3,3,620447,11397510,0.054437066
0.0842898,1.4,1.1,9336,11076067,0.000842898
0.436003,1.4,1.2,49157,11274464,0.00436003
0.6762255,1.4,1.3,76700,11342371,0.006762255
1.1707316,1.4,1.4,133657,11416536,0.011707316
1.6299154,1.4,1.5,187977,11532930,0.016299154
1.811546,1.4,1.6,210240,11605557,0.01811546
2.1253647,1.4,1.7,246808,11612501,0.021253647
2.3755716,1.4,1.8,276741,11649449,0.023755716
2.9074116,1.4,1.9,340029,11695248,0.029074116
3.2101945,1.4,2,376418,11725707,0.032101945
3.3095411,1.4,2.1,385896,11660106,0.033095411
3.4810715,1.4,2.2,409172,11754197,0.034810715
3.7045796,1.4,2.3,436898,11793457,0.037045796
3.7085139,1.4,2.4,434911,11727366,0.037085139
4.2012936,1.4,2.5,491762,11705014,0.042012936
4.3448077,1.4,2.6,508812,11710806,0.043448077
4.5834932,1.4,2.7,540165,11785007,0.045834932
4.831007,1.4,2.8,568030,11758004,0.04831007
4.2256256,1.4,2.9,496755,11755774,0.042256256
4.6239793,1.4,3,544331,11771917,0.046239793
0.078789,1.5,1.1,8976,11392457,0.00078789
0.395143,1.5,1.2,45953,11629461,0.00395143
0.7538948,1.5,1.3,88319,11715029,0.007538948
1.2348464,1.5,1.4,145913,11816287,0.012348464
1.4504975,1.5,1.5,172476,11890817,0.014504975
1.7526403,1.5,1.6,208588,11901358,0.017526403
2.0230332,1.5,1.7,241520,11938509,0.020230332
2.3282289,1.5,1.8,277549,11921036,0.023282289
2.7474043,1.5,1.9,331145,12053013,0.027474043
2.6040532,1.5,2,312714,12008741,0.026040532
3.2179905,1.5,2.1,386976,12025393,0.032179905
3.1891202,1.5,2.2,384021,12041597,0.031891202
3.3300014,1.5,2.3,402328,12081917,0.033300014
3.5260742,1.5,2.4,426209,12087352,0.035260742
3.7905893,1.5,2.5,459307,12117034,0.037905893
4.0349932,1.5,2.6,486502,12057071,0.040349932
3.9040732,1.5,2.7,472571,12104563,0.039040732
3.8841667,1.5,2.8,468973,12073967,0.038841667
3.8390351,1.5,2.9,462061,12035863,0.038390351
3.9732241,1.5,3,480540,12094460,0.039732241
0.2050866,1.1,1.1,19145,9335079,0.002050866
0.7799302,1.1,1.2,75773,9715356,0.007799302
1.5016232,1.1,1.3,148141,9865391,0.015016232
2.2795833,1.1,1.4,229482,10066840,0.022795833
2.7423796,1.1,1.5,276602,10086204,0.027423796
3.4601021,1.1,1.6,353113,10205277,0.034601021
3.804936,1.1,1.7,391005,10276257,0.03804936
4.4071609,1.1,1.8,456214,10351653,0.044071609
4.8755806,1.1,1.9,503280,10322463,0.048755806
5.5444698,1.1,2,572774,10330546,0.055444698
5.9788991,1.1,2.1,623064,10421049,0.059788991
6.5789202,1.1,2.2,685545,10420327,0.065789202
6.7977177,1.1,2.3,705702,10381455,0.067977177
7.3161383,1.1,2.4,761375,10406788,0.073161383
7.7855738,1.1,2.5,815975,10480602,0.077855738
7.8460418,1.1,2.6,814891,10386014,0.078460418
8.2451302,1.1,2.7,860707,10438974,0.082451302
8.609969,1.1,2.8,895633,10402279,0.08609969
9.0908735,1.1,2.9,953127,10484438,0.090908735
9.1041838,1.1,3,953363,10471702,0.091041838
0.1174177,1.2,1.1,12603,10733474,0.001174177
0.4803395,1.2,1.2,52880,11008881,0.004803395
0.8503475,1.2,1.3,93830,11034312,0.008503475
1.4312156,1.2,1.4,161043,11252183,0.014312156
1.9170929,1.2,1.5,217998,11371280,0.019170929
2.5281186,1.2,1.6,289280,11442501,0.025281186
2.9183119,1.2,1.7,332947,11408890,0.029183119
3.122464,1.2,1.8,357224,11440452,0.03122464
3.809193,1.2,1.9,437903,11495952,0.03809193
4.1173278,1.2,2,476072,11562645,0.041173278
4.2730484,1.2,2.1,496310,11614893,0.042730484
4.7839079,1.2,2.2,555693,11615880,0.047839079
5.2600133,1.2,2.3,608437,11567214,0.052600133
5.4001117,1.2,2.4,625989,11592149,0.054001117
5.5917056,1.2,2.5,648257,11593189,0.055917056
5.8712115,1.2,2.6,681127,11601132,0.058712115
6.4202895,1.2,2.7,750189,11684660,0.064202895
6.3308884,1.2,2.8,736551,11634244,0.063308884
6.519358,1.2,2.9,761031,11673404,0.06519358
6.6718751,1.2,3,775498,11623389,0.066718751
0.0961218,1.3,1.1,11057,11503111,0.000961218
0.41372,1.3,1.2,48281,11669970,0.0041372
0.750785,1.3,1.3,88901,11841073,0.00750785
1.2779517,1.3,1.4,153339,11998810,0.012779517
1.6904312,1.3,1.5,203075,12013207,0.016904312
2.1225812,1.3,1.6,255624,12043073,0.021225812
2.3267685,1.3,1.7,281975,12118739,0.023267685
2.5745708,1.3,1.8,311854,12112854,0.025745708
3.0265358,1.3,1.9,368125,12163246,0.030265358
3.3909797,1.3,2,414853,12234016,0.033909797
3.7809669,1.3,2.1,461374,12202540,0.037809669
4.2598951,1.3,2.2,521910,12251710,0.042598951
4.4598819,1.3,2.3,545790,12237768,0.044598819
4.5817437,1.3,2.4,562049,12267142,0.045817437
4.7617853,1.3,2.5,584438,12273506,0.047617853
5.0001696,1.3,2.6,613078,12261144,0.050001696
5.045931,1.3,2.7,619654,12280271,0.05045931
5.3803503,1.3,2.8,659365,12255057,0.053803503
5.0603387,1.3,2.9,621834,12288387,0.050603387
5.2081298,1.3,3,639242,12273926,0.052081298
0.0740667,1.4,1.1,8839,11933837,0.000740667
0.3243201,1.4,1.2,39219,12092682,0.003243201
0.7206831,1.4,1.3,88134,12229231,0.007206831
1.0915892,1.4,1.4,134939,12361702,0.010915892
1.4783419,1.4,1.5,184099,12453073,0.014783419
1.8258698,1.4,1.6,227855,12479258,0.018258698
2.0982152,1.4,1.7,263210,12544471,0.020982152
2.3330374,1.4,1.8,294837,12637474,0.023330374
2.6326866,1.4,1.9,331700,12599297,0.026326866
2.9028808,1.4,2,364718,12564002,0.029028808
3.1346378,1.4,2.1,395354,12612430,0.031346378
3.4083388,1.4,2.2,433338,12714053,0.034083388
3.9162249,1.4,2.3,495515,12652874,0.039162249
3.8196857,1.4,2.4,485829,12719083,0.038196857
3.8720433,1.4,2.5,490179,12659440,0.038720433
4.4204359,1.4,2.6,563774,12753810,0.044204359
4.3258776,1.4,2.7,547976,12667395,0.043258776
4.2411155,1.4,2.8,537190,12666243,0.042411155
4.4759915,1.4,2.9,567227,12672656,0.044759915
4.6951749,1.4,3,595689,12687259,0.046951749
0.072653,1.5,1.1,8955,12325705,0.00072653
0.3238072,1.5,1.2,40343,12458958,0.003238072
0.5922096,1.5,1.3,74577,12593007,0.005922096
1.0183305,1.5,1.4,129175,12684978,0.010183305
1.2810957,1.5,1.5,163206,12739563,0.012810957
1.6814331,1.5,1.6,215565,12820314,0.016814331
1.9065077,1.5,1.7,245000,12850722,0.019065077
2.1624913,1.5,1.8,278567,12881763,0.021624913
2.2848949,1.5,1.9,294728,12898974,0.022848949
2.3972984,1.5,2,308607,12873116,0.023972984
2.6947261,1.5,2.1,347188,12883981,0.026947261
3.2894465,1.5,2.2,426625,12969507,0.032894465
3.4692377,1.5,2.3,449447,12955209,0.034692377
3.5168193,1.5,2.4,456842,12990204,0.035168193
3.537541,1.5,2.5,457581,12935002,0.03537541
3.9560891,1.5,2.6,512257,12948571,0.039560891
3.8987844,1.5,2.7,505345,12961604,0.038987844
3.9165044,1.5,2.8,507133,12948613,0.039165044
3.987542,1.5,2.9,517106,12968039,0.03987542
4.0667789,1.5,3,526943,12957257,0.040667789
0.2422816,1.1,1.1,26044,10749477,0.002422816
0.8815963,1.1,1.2,97562,11066516,0.008815963
1.5672419,1.1,1.3,177835,11347004,0.015672419
2.1437976,1.1,1.4,246740,11509482,0.021437976
2.7619067,1.1,1.5,318232,11522185,0.027619067
3.4015243,1.1,1.6,396779,11664741,0.034015243
3.9183021,1.1,1.7,460695,11757516,0.039183021
4.7241825,1.1,1.8,555177,11751811,0.047241825
4.8174534,1.1,1.9,567338,11776720,0.048174534
5.3626752,1.1,2,627748,11705874,0.053626752
5.5826686,1.1,2.1,659565,11814511,0.055826686
6.4673935,1.1,2.2,768565,11883690,0.064673935
7.1878168,1.1,2.3,854633,11890022,0.071878168
7.4866394,1.1,2.4,897751,11991375,0.074866394
7.7718841,1.1,2.5,924593,11896639,0.077718841
8.1939559,1.1,2.6,979309,11951602,0.081939559
8.6165039,1.1,2.7,1026643,11914844,0.086165039
9.0915784,1.1,2.8,1081727,11898121,0.090915784
8.3076121,1.1,2.9,988098,11893887,0.083076121
9.6527849,1.1,3,1151278,11926900,0.096527849
0.0977561,1.2,1.1,12033,12309203,0.000977561
0.5419656,1.2,1.2,68163,12576997,0.005419656
0.9258111,1.2,1.3,118585,12808768,0.009258111
1.4509389,1.2,1.4,187686,12935486,0.014509389
1.9421333,1.2,1.5,250605,12903594,0.019421333
2.3379247,1.2,1.6,304688,13032413,0.023379247
2.7872024,1.2,1.7,363428,13039168,0.027872024
3.3284282,1.2,1.8,435588,13086898,0.033284282
3.5674238,1.2,1.9,470686,13194003,0.035674238
4.0059281,1.2,2,530846,13251511,0.040059281
4.5016074,1.2,2.1,593358,13181025,0.045016074
4.7139557,1.2,2.2,626396,13288118,0.047139557
5.0972807,1.2,2.3,676294,13267741,0.050972807
4.8783839,1.2,2.4,645396,13229709,0.048783839
5.8564926,1.2,2.5,776553,13259694,0.058564926
5.972115,1.2,2.6,790769,13241021,0.05972115
6.1968146,1.2,2.7,816388,13174317,0.061968146
6.1489306,1.2,2.8,814786,13250857,0.061489306
6.3711125,1.2,2.9,848866,13323670,0.063711125
6.3933974,1.2,3,852789,13338589,0.063933974
0.1016696,1.3,1.1,13444,13223225,0.001016696
0.4391489,1.3,1.2,58016,13211008,0.004391489
0.8031765,1.3,1.3,109289,13607097,0.008031765
1.281967,1.3,1.4,175849,13717124,0.01281967
1.4175314,1.3,1.5,194875,13747491,0.014175314
1.9930619,1.3,1.6,275538,13824859,0.019930619
2.3367382,1.3,1.7,324105,13869975,0.023367382
2.5940297,1.3,1.8,358825,13832725,0.025940297
2.9322194,1.3,1.9,407308,13890775,0.029322194
3.2419903,1.3,2,450837,13906180,0.032419903
3.5413218,1.3,2.1,491662,13883573,0.035413218
4.0626743,1.3,2.2,568834,14001467,0.040626743
