 Car allowed wait time used(%),Car flexibility(param.),Request Flexibility (param.),CarWaitTime,carDis, Car delay allowance used(%)
26.9191963,1.5,2.9,3594376,13352464,0.269191963
26.3410771,1.5,3,3530292,13402231,0.263410771
5.1819297,1.1,1.1,427354,8247005,0.051819297
4.9848793,1.1,1.2,423383,8493345,0.049848793
4.8863508,1.1,1.3,429916,8798304,0.048863508
4.6427783,1.1,1.4,424457,9142306,0.046427783
4.4404334,1.1,1.5,420776,9476012,0.044404334
4.4613607,1.1,1.6,429650,9630470,0.044613607
4.3885574,1.1,1.7,434227,9894527,0.043885574
4.2518801,1.1,1.8,418258,9837013,0.042518801
4.2321037,1.1,1.9,430034,10161235,0.042321037
4.2462757,1.1,2,433269,10203506,0.042462757
4.0775039,1.1,2.1,420306,10307924,0.040775039
4.0945347,1.1,2.2,427413,10438622,0.040945347
3.999121,1.1,2.3,419854,10498657,0.03999121
4.1245893,1.1,2.4,438653,10635071,0.041245893
4.0692003,1.1,2.5,432131,10619556,0.040692003
4.080208,1.1,2.6,437904,10732394,0.04080208
4.0019317,1.1,2.7,430006,10744961,0.040019317
3.9763044,1.1,2.8,426588,10728253,0.039763044
3.9910705,1.1,2.9,432221,10829701,0.039910705
3.9491236,1.1,3,424716,10754690,0.039491236
11.2478354,1.2,1.1,1080516,9606435,0.112478354
10.8443795,1.2,1.2,1087973,10032598,0.108443795
10.738265,1.2,1.3,1096715,10213149,0.10738265
10.3885122,1.2,1.4,1089099,10483686,0.103885122
10.270971,1.2,1.5,1092414,10635937,0.10270971
10.058677,1.2,1.6,1099106,10926944,0.10058677
10.0752274,1.2,1.7,1106679,10984159,0.100752274
9.8760066,1.2,1.8,1106331,11202210,0.098760066
9.7090306,1.2,1.9,1097209,11300912,0.097090306
9.6608465,1.2,2,1092321,11306680,0.096608465
9.5109988,1.2,2.1,1095361,11516782,0.095109988
9.6272999,1.2,2.2,1123462,11669544,0.096272999
9.4432033,1.2,2.3,1099999,11648579,0.094432033
9.3892944,1.2,2.4,1112582,11849474,0.093892944
9.5317482,1.2,2.5,1118804,11737658,0.095317482
9.5114473,1.2,2.6,1123758,11814795,0.095114473
9.4239427,1.2,2.7,1115800,11840055,0.094239427
9.2811226,1.2,2.8,1096099,11809983,0.092811226
9.1827306,1.2,2.9,1097787,11954908,0.091827306
9.153418,1.2,3,1093248,11943604,0.09153418
17.0554785,1.3,1.1,1778218,10426081,0.170554785
17.1319156,1.3,1.2,1853596,10819549,0.171319156
16.6872992,1.3,1.3,1849961,11086042,0.166872992
16.4208517,1.3,1.4,1857866,11314066,0.164208517
16.1802364,1.3,1.5,1863450,11516828,0.161802364
15.8933129,1.3,1.6,1870703,11770378,0.158933129
15.8666672,1.3,1.7,1871088,11792571,0.158666672
15.4999969,1.3,1.8,1838649,11862254,0.154999969
15.3982085,1.3,1.9,1864052,12105642,0.153982085
15.7194214,1.3,2,1903228,12107494,0.157194214
15.2870722,1.3,2.1,1880833,12303422,0.152870722
15.2686725,1.3,2.2,1882214,12327293,0.152686725
15.2393006,1.3,2.3,1890799,12407387,0.152393006
15.1947941,1.3,2.4,1891599,12448994,0.151947941
14.9295637,1.3,2.5,1867185,12506628,0.149295637
15.2741109,1.3,2.6,1898102,12426923,0.152741109
15.080423,1.3,2.7,1903546,12622630,0.15080423
14.804982,1.3,2.8,1866918,12610066,0.14804982
14.9119937,1.3,2.9,1879743,12605578,0.149119937
14.769949,1.3,3,1870687,12665494,0.14769949
23.0998604,1.4,1.1,2541804,11003547,0.230998604
22.7846163,1.4,1.2,2583616,11339300,0.227846163
22.8367525,1.4,1.3,2637834,11550828,0.228367525
21.9910902,1.4,1.4,2595686,11803353,0.219910902
22.0453936,1.4,1.5,2659965,12065854,0.220453936
21.8845356,1.4,1.6,2692589,12303615,0.218845356
21.7151212,1.4,1.7,2687899,12378006,0.217151212
21.2936912,1.4,1.8,2656790,12476888,0.212936912
21.2984048,1.4,1.9,2685259,12607794,0.212984048
21.3260966,1.4,2,2693338,12629306,0.213260966
21.3051549,1.4,2.1,2710272,12721203,0.213051549
21.0039226,1.4,2.2,2707447,12890197,0.210039226
20.6846289,1.4,2.3,2672368,12919584,0.206846289
20.8965734,1.4,2.4,2712123,12978793,0.208965734
20.7144595,1.4,2.5,2692870,12999953,0.207144595
20.8412503,1.4,2.6,2699380,12952102,0.208412503
20.5983194,1.4,2.7,2683802,13029228,0.205983194
20.5037884,1.4,2.8,2670283,13023364,0.205037884
20.7933524,1.4,2.9,2701390,12991604,0.207933524
20.5124806,1.4,3,2696855,13147386,0.205124806
29.3036853,1.5,1.1,3347527,11423570,0.293036853
28.7988874,1.5,1.2,3381140,11740523,0.287988874
28.582731,1.5,1.3,3425580,11984789,0.28582731
27.8703985,1.5,1.4,3427003,12296211,0.278703985
27.7908809,1.5,1.5,3460553,12452117,0.277908809
27.7258221,1.5,1.6,3483627,12564558,0.277258221
27.535579,1.5,1.7,3518086,12776510,0.27535579
27.4411051,1.5,1.8,3504357,12770466,0.274411051
27.0641945,1.5,1.9,3544623,13097094,0.270641945
26.9260811,1.5,2,3505178,13017780,0.269260811
27.1287437,1.5,2.1,3579740,13195377,0.271287437
27.0403298,1.5,2.2,3562743,13175664,0.270403298
27.2650407,1.5,2.3,3639649,13349142,0.272650407
27.0690032,1.5,2.4,3568743,13183873,0.270690032
26.6176688,1.5,2.5,3530344,13263160,0.266176688
26.8199355,1.5,2.6,3594765,13403332,0.268199355
26.2737135,1.5,2.7,3514322,13375810,0.262737135
26.5404933,1.5,2.8,3536017,13323102,0.265404933
26.2771602,1.5,2.9,3529941,13433495,0.262771602
26.5459865,1.5,3,3569449,13446285,0.265459865
5.421845,1.1,1.1,582141,10736954,0.05421845
5.0733093,1.1,1.2,575516,11343996,0.050733093
5.0021777,1.1,1.3,585390,11702703,0.050021777
4.9069365,1.1,1.4,582723,11875495,0.049069365
4.8320389,1.1,1.5,578719,11976704,0.048320389
4.6393856,1.1,1.6,564476,12167042,0.046393856
4.7398007,1.1,1.7,578667,12208678,0.047398007
4.7897099,1.1,1.8,592771,12375927,0.047897099
4.5841442,1.1,1.9,580895,12671831,0.045841442
4.5593349,1.1,2,577905,12675204,0.045593349
4.6330918,1.1,2.1,593126,12801948,0.046330918
4.5361276,1.1,2.2,586512,12929795,0.045361276
4.551919,1.1,2.3,590968,12982832,0.04551919
4.3584058,1.1,2.4,560318,12856031,0.043584058
4.5189358,1.1,2.5,591888,13097951,0.045189358
4.447344,1.1,2.6,581383,13072589,0.04447344
4.3556665,1.1,2.7,576266,13230260,0.043556665
4.3855953,1.1,2.8,578216,13184436,0.043855953
4.393856,1.1,2.9,583879,13288533,0.04393856
4.3194282,1.1,3,570713,13212698,0.043194282
11.4853842,1.2,1.1,1395629,12151348,0.114853842
11.2752174,1.2,1.2,1399130,12408896,0.112752174
11.0440032,1.2,1.3,1409731,12764674,0.110440032
10.9729725,1.2,1.4,1442125,13142519,0.109729725
10.8768243,1.2,1.5,1436712,13208929,0.108768243
10.636987,1.2,1.6,1432803,13470008,0.10636987
10.6329647,1.2,1.7,1446940,13608058,0.106329647
10.5476237,1.2,1.8,1433860,13594152,0.105476237
10.5158773,1.2,1.9,1450405,13792525,0.105158773
10.4123078,1.2,2,1438033,13810896,0.104123078
10.2207124,1.2,2.1,1427161,13963420,0.102207124
10.2023691,1.2,2.2,1439288,14107390,0.102023691
10.3439969,1.2,2.3,1468527,14196901,0.103439969
10.3100396,1.2,2.4,1463107,14191090,0.103100396
10.3214561,1.2,2.5,1467963,14222441,0.103214561
10.2056244,1.2,2.6,1449786,14205755,0.102056244
9.9247155,1.2,2.7,1421016,14317952,0.099247155
9.8480984,1.2,2.8,1414111,14359229,0.098480984
10.1332619,1.2,2.9,1452885,14337782,0.101332619
10.144063,1.2,3,1446376,14258350,0.10144063
17.5761305,1.3,1.1,2281857,12982704,0.175761305
17.5043863,1.3,1.2,2315096,13225805,0.175043863
17.5284711,1.3,1.3,2358928,13457694,0.175284711
17.0575008,1.3,1.4,2346933,13758950,0.170575008
16.9402673,1.3,1.5,2335968,13789440,0.169402673
16.9195794,1.3,1.6,2384555,14093465,0.169195794
16.6382027,1.3,1.7,2392793,14381319,0.166382027
16.5757737,1.3,1.8,2379783,14356995,0.165757737
16.5672746,1.3,1.9,2392390,14440456,0.165672746
16.5305086,1.3,2,2408103,14567628,0.165305086
16.3607351,1.3,2.1,2400129,14670056,0.163607351
16.2839633,1.3,2.2,2404094,14763568,0.162839633
16.324787,1.3,2.3,2432621,14901395,0.16324787
16.3132312,1.3,2.4,2410722,14777710,0.163132312
16.0754035,1.3,2.5,2399122,14924179,0.160754035
16.3054061,1.3,2.6,2433365,14923670,0.163054061
16.245757,1.3,2.7,2434170,14983420,0.16245757
16.2427505,1.3,2.8,2443038,15040790,0.162427505
16.334622,1.3,2.9,2443780,14960738,0.16334622
16.1248625,1.3,3,2414698,14974999,0.161248625
23.6558193,1.4,1.1,3178363,13435861,0.236558193
23.4990732,1.4,1.2,3223041,13715609,0.234990732
23.2745352,1.4,1.3,3261597,14013586,0.232745352
23.3883938,1.4,1.4,3317247,14183304,0.233883938
23.1211148,1.4,1.5,3342485,14456418,0.231211148
23.18983,1.4,1.6,3359609,14487424,0.2318983
22.687405,1.4,1.7,3325837,14659398,0.22687405
22.7389228,1.4,1.8,3338520,14681962,0.227389228
22.5987526,1.4,1.9,3389713,14999558,0.225987526
22.630492,1.4,2,3360409,14849032,0.22630492
22.5555319,1.4,2.1,3389803,15028699,0.225555319
22.4313273,1.4,2.2,3398456,15150490,0.224313273
22.3934609,1.4,2.3,3402926,15196070,0.223934609
22.6346539,1.4,2.4,3452873,15254808,0.226346539
22.3281292,1.4,2.5,3432368,15372394,0.223281292
22.2711666,1.4,2.6,3424658,15377093,0.222711666
22.5007246,1.4,2.7,3442155,15297974,0.225007246
22.564652,1.4,2.8,3438123,15236765,0.22564652
22.3025895,1.4,2.9,3415758,15315522,0.223025895
22.2549472,1.4,3,3409968,15322292,0.222549472
30.369702,1.5,1.1,4144822,13647885,0.30369702
29.8373629,1.5,1.2,4181269,14013534,0.298373629
29.6203942,1.5,1.3,4242370,14322463,0.296203942
29.5822122,1.5,1.4,4318782,14599253,0.295822122
29.1986644,1.5,1.5,4284824,14674726,0.291986644
29.1252923,1.5,1.6,4329941,14866601,0.291252923
29.3196008,1.5,1.7,4369345,14902471,0.293196008
29.1141239,1.5,1.8,4408748,15142987,0.291141239
28.9715632,1.5,1.9,4389784,15152044,0.289715632
28.7771721,1.5,2,4358362,15145206,0.287771721
28.6496716,1.5,2.1,4410588,15394899,0.286496716
28.7882475,1.5,2.2,4466815,15516106,0.287882475
28.6334556,1.5,2.3,4427219,15461700,0.286334556
28.6643411,1.5,2.4,4451917,15531203,0.286643411
28.4249127,1.5,2.5,4403874,15493008,0.284249127
28.4318732,1.5,2.6,4406372,15498001,0.284318732
28.6669219,1.5,2.7,4456785,15546786,0.286669219
28.0129534,1.5,2.8,4375790,15620595,0.280129534
28.2903237,1.5,2.9,4432232,15666954,0.282903237
28.2880336,1.5,3,4385022,15501332,0.282880336
5.5321449,1.1,1.1,733278,13254859,0.055321449
5.3443168,1.1,1.2,744736,13935102,0.053443168
5.1935519,1.1,1.3,737504,14200378,0.051935519
5.1419446,1.1,1.4,741995,14430241,0.051419446
5.057813,1.1,1.5,743388,14697815,0.05057813
4.9886039,1.1,1.6,747410,14982348,0.049886039
4.9555839,1.1,1.7,746783,15069526,0.049555839
4.8970943,1.1,1.8,745726,15227928,0.048970943
4.864773,1.1,1.9,747680,15369268,0.04864773
4.839185,1.1,2,750198,15502569,0.04839185
4.8235047,1.1,2.1,744765,15440329,0.048235047
4.6958393,1.1,2.2,737772,15711185,0.046958393
4.6973366,1.1,2.3,736518,15679481,0.046973366
4.6798892,1.1,2.4,746333,15947664,0.046798892
4.6115968,1.1,2.5,731575,15863811,0.046115968
4.6237457,1.1,2.6,739837,16000815,0.046237457
4.6523774,1.1,2.7,743118,15972866,0.046523774
4.6181389,1.1,2.8,741458,16055342,0.046181389
4.5985766,1.1,2.9,743793,16174418,0.045985766
4.6026083,1.1,3,738631,16048096,0.046026083
11.9132686,1.2,1.1,1764547,14811611,0.119132686
11.5508729,1.2,1.2,1767485,15301744,0.115508729
11.5037305,1.2,1.3,1781193,15483612,0.115037305
11.3107827,1.2,1.4,1798515,15900889,0.113107827
11.2703416,1.2,1.5,1792261,15902455,0.112703416
10.9607124,1.2,1.6,1772782,16173967,0.109607124
11.0068802,1.2,1.7,1794194,16300659,0.110068802
10.9585708,1.2,1.8,1808449,16502599,0.109585708
10.9023286,1.2,1.9,1805295,16558802,0.109023286
10.7240113,1.2,2,1782931,16625598,0.107240113
10.7940274,1.2,2.1,1806575,16736802,0.107940274
10.7055892,1.2,2.2,1820013,17000587,0.107055892
10.5928925,1.2,2.3,1796875,16963025,0.105928925
10.8070906,1.2,2.4,1841213,17037083,0.108070906
10.6057195,1.2,2.5,1820089,17161391,0.106057195
10.5792896,1.2,2.6,1813253,17139648,0.105792896
10.5436559,1.2,2.7,1817622,17239011,0.105436559
10.6391615,1.2,2.8,1840536,17299634,0.106391615
10.5200573,1.2,2.9,1811589,17220334,0.105200573
10.3436446,1.2,3,1789402,17299531,0.103436446
18.3481253,1.3,1.1,2871966,15652640,0.183481253
17.8902992,1.3,1.2,2888645,16146432,0.178902992
17.9346956,1.3,1.3,2909185,16220989,0.179346956
17.5058997,1.3,1.4,2887581,16494902,0.175058997
17.5909449,1.3,1.5,2934358,16681071,0.175909449
17.5063633,1.3,1.6,2974888,16993181,0.175063633
17.366442,1.3,1.7,2956428,17023798,0.17366442
17.0472902,1.3,1.8,2921329,17136618,0.170472902
17.1365126,1.3,1.9,2955437,17246432,0.171365126
17.1448458,1.3,2,2975267,17353711,0.171448458
17.0674339,1.3,2.1,2972097,17413848,0.170674339
16.7022266,1.3,2.2,2956012,17698311,0.167022266
16.9857652,1.3,2.3,2999324,17657868,0.169857652
16.8161379,1.3,2.4,2967316,17645645,0.168161379
16.633342,1.3,2.5,2963420,17816143,0.16633342
16.7378019,1.3,2.6,2983233,17823326,0.167378019
16.7882016,1.3,2.7,3004155,17894442,0.167882016
16.767366,1.3,2.8,3007239,17935071,0.16767366
16.5952723,1.3,2.9,2957864,17823534,0.165952723
16.5493276,1.3,3,2964065,17910486,0.165493276
24.4828597,1.4,1.1,3949240,16130632,0.244828597
24.0213779,1.4,1.2,3978552,16562547,0.240213779
24.1761508,1.4,1.3,4052939,16764203,0.241761508
23.6964585,1.4,1.4,4020353,16966050,0.236964585
23.5642052,1.4,1.5,4029735,17101086,0.235642052
23.6288404,1.4,1.6,4124670,17456083,0.236288404
23.3144319,1.4,1.7,4104796,17606245,0.233144319
23.4090532,1.4,1.8,4132362,17652837,0.234090532
23.43451,1.4,1.9,4187106,17867265,0.2343451
23.2240843,1.4,2,4132040,17792047,0.232240843
23.270847,1.4,2.1,4163710,17892387,0.23270847
22.9703942,1.4,2.2,4145111,18045450,0.229703942
22.8342729,1.4,2.3,4117274,18031115,0.228342729
23.0170481,1.4,2.4,4187765,18194188,0.230170481
22.9915872,1.4,2.5,4160018,18093653,0.229915872
22.8710308,1.4,2.6,4181820,18284353,0.228710308
23.0624172,1.4,2.7,4189292,18165017,0.230624172
22.7666604,1.4,2.8,4174078,18334169,0.227666604
22.897985,1.4,2.9,4172853,18223669,0.22897985
22.9200315,1.4,3,4164035,18167667,0.229200315
30.6004049,1.5,1.1,5054846,16518886,0.306004049
30.4503522,1.5,1.2,5131754,16852856,0.304503522
30.1560789,1.5,1.3,5163974,17124156,0.301560789
29.7857266,1.5,1.4,5149413,17288190,0.297857266
30.0288513,1.5,1.5,5245595,17468517,0.300288513
29.8059051,1.5,1.6,5283415,17726068,0.298059051
29.5945196,1.5,1.7,5288596,17870187,0.295945196
29.5070226,1.5,1.8,5292947,17937923,0.295070226
29.6685505,1.5,1.9,5345459,18017257,0.296685505
29.5868203,1.5,2,5340082,18048854,0.295868203
29.2245701,1.5,2.1,5302864,18145225,0.292245701
29.2372023,1.5,2.2,5365790,18352611,0.292372023
29.32243,1.5,2.3,5333621,18189560,0.2932243
29.2985971,1.5,2.4,5364056,18308235,0.292985971
29.5460415,1.5,2.5,5405968,18296759,0.295460415
29.1282761,1.5,2.6,5381135,18473922,0.291282761
29.1393984,1.5,2.7,5358094,18387799,0.291393984
28.7635264,1.5,2.8,5321538,18500993,0.287635264
28.9814491,1.5,2.9,5341741,18431587,0.289814491
29.2257352,1.5,3,5399907,18476548,0.292257352
5.5334452,1.1,1.1,743633,13438879,0.055334452
5.399589,1.1,1.2,744799,13793624,0.05399589
5.2058119,1.1,1.3,739166,14198861,0.052058119
5.1587303,1.1,1.4,749638,14531444,0.051587303
4.9977731,1.1,1.5,726932,14545118,0.049977731
4.8860937,1.1,1.6,732691,14995435,0.048860937
4.9801957,1.1,1.7,755406,15168199,0.049801957
4.9091848,1.1,1.8,743095,15136831,0.049091848
4.7861552,1.1,1.9,732905,15313022,0.047861552
4.8497701,1.1,2,749208,15448320,0.048497701
4.7350569,1.1,2.1,737252,15570077,0.047350569
4.8068725,1.1,2.2,754243,15690930,0.048068725
4.7174042,1.1,2.3,745370,15800427,0.047174042
4.6723242,1.1,2.4,738554,15806994,0.046723242
4.6590956,1.1,2.5,743626,15960737,0.046590956
4.609099,1.1,2.6,736740,15984469,0.04609099
4.5857072,1.1,2.7,741873,16177941,0.045857072
4.6158901,1.1,2.8,745030,16140549,0.046158901
4.6234327,1.1,2.9,751052,16244467,0.046234327
4.5870203,1.1,3,741405,16163107,0.045870203
11.8854611,1.2,1.1,1772451,14912766,0.118854611
11.6303072,1.2,1.2,1779305,15298865,0.116303072
11.4096639,1.2,1.3,1771852,15529397,0.114096639
11.2339581,1.2,1.4,1779330,15838852,0.112339581
11.329449,1.2,1.5,1804078,15923793,0.11329449
11.0655465,1.2,1.6,1785732,16137766,0.110655465
11.1362592,1.2,1.7,1809983,16253061,0.111362592
10.9621891,1.2,1.8,1802716,16444854,0.109621891
10.9952167,1.2,1.9,1843641,16767664,0.109952167
10.8305561,1.2,2,1811117,16722290,0.108305561
10.7944861,1.2,2.1,1804231,16714376,0.107944861
10.7121989,1.2,2.2,1826129,17047191,0.107121989
10.7424018,1.2,2.3,1832381,17057461,0.107424018
10.5815552,1.2,2.4,1805013,17058107,0.105815552
10.5202482,1.2,2.5,1809139,17196733,0.105202482
10.6409427,1.2,2.6,1824557,17146573,0.106409427
10.4854337,1.2,2.7,1818876,17346693,0.104854337
10.6429915,1.2,2.8,1839744,17285967,0.106429915
10.5810641,1.2,2.9,1823286,17231594,0.105810641
10.6000022,1.2,3,1835592,17316902,0.106000022
18.2337537,1.3,1.1,2848031,15619554,0.182337537
17.813377,1.3,1.2,2866959,16094416,0.17813377
17.7454532,1.3,1.3,2906301,16377722,0.177454532
17.6666059,1.3,1.4,2904169,16438749,0.176666059
17.4382117,1.3,1.5,2933046,16819649,0.174382117
17.4236406,1.3,1.6,2946941,16913463,0.174236406
17.2674666,1.3,1.7,2956455,17121533,0.172674666
17.2280523,1.3,1.8,2954315,17148282,0.172280523
17.1834077,1.3,1.9,2984378,17367789,0.171834077
17.0751625,1.3,2,2979949,17451951,0.170751625
17.101721,1.3,2.1,2983897,17447934,0.17101721
17.0323499,1.3,2.2,3001750,17623816,0.170323499
16.7883699,1.3,2.3,2976397,17728922,0.167883699
16.7275233,1.3,2.4,2978330,17804967,0.167275233
16.8811137,1.3,2.5,2995085,17742224,0.168811137
16.613393,1.3,2.6,2964136,17841846,0.16613393
16.7763961,1.3,2.7,2979979,17762927,0.167763961
16.7566425,1.3,2.8,2988915,17837195,0.167566425
16.6751747,1.3,2.9,2982052,17883183,0.166751747
16.5874452,1.3,3,2968842,17898127,0.165874452
24.4403827,1.4,1.1,3916891,16026308,0.244403827
24.3265695,1.4,1.2,3994647,16420922,0.243265695
23.9953312,1.4,1.3,4040026,16836717,0.239953312
23.9327352,1.4,1.4,4093736,17105174,0.239327352
23.5951161,1.4,1.5,4033108,17092978,0.235951161
23.5653289,1.4,1.6,4071351,17276869,0.235653289
23.5953032,1.4,1.7,4104172,17394021,0.235953032
23.4752236,1.4,1.8,4155928,17703465,0.234752236
23.1532821,1.4,1.9,4110768,17754580,0.231532821
23.4042373,1.4,2,4165789,17799294,0.234042373
23.3696967,1.4,2.1,4167450,17832709,0.233696967
22.9859086,1.4,2.2,4120916,17928010,0.229859086
22.9844812,1.4,2.3,4147380,18044262,0.229844812
22.8514361,1.4,2.4,4130794,18076737,0.228514361
23.1173913,1.4,2.5,4178855,18076672,0.231173913
22.9050927,1.4,2.6,4168936,18200913,0.229050927
22.7881309,1.4,2.7,4155626,18235923,0.227881309
23.0167003,1.4,2.8,4167015,18104311,0.230167003
22.8185307,1.4,2.9,4151483,18193472,0.228185307
22.7965582,1.4,3,4176355,18320112,0.227965582
30.6425414,1.5,1.1,5052045,16487030,0.306425414
30.1941278,1.5,1.2,5120867,16959811,0.301941278
30.5076735,1.5,1.3,5193486,17023540,0.305076735
30.0600147,1.5,1.4,5191997,17272104,0.300600147
29.7682466,1.5,1.5,5194832,17450917,0.297682466
29.5343984,1.5,1.6,5218722,17669979,0.295343984
29.4950864,1.5,1.7,5243704,17778229,0.294950864
29.3355481,1.5,1.8,5234666,17844105,0.293355481
29.5825737,1.5,1.9,5346773,18074063,0.295825737
29.5160526,1.5,2,5304501,17971580,0.295160526
29.1830204,1.5,2.1,5286102,18113622,0.291830204
29.3379011,1.5,2.2,5372252,18311644,0.293379011
29.4307321,1.5,2.3,5367888,18239057,0.294307321
29.3482684,1.5,2.4,5350317,18230435,0.293482684
29.3862962,1.5,2.5,5388179,18335686,0.293862962
29.2068333,1.5,2.6,5383551,18432505,0.292068333
28.8680905,1.5,2.7,5291411,18329619,0.288680905
29.3791164,1.5,2.8,5403336,18391758,0.293791164
28.65216,1.5,2.9,5263778,18371313,0.2865216
29.0623735,1.5,3,5366335,18464889,0.290623735
5.4990618,1.1,1.1,733333,13335602,0.054990618
5.2857205,1.1,1.2,739650,13993362,0.052857205
5.1810933,1.1,1.3,731896,14126285,0.051810933
5.1559036,1.1,1.4,748290,14513266,0.051559036
5.0513795,1.1,1.5,734959,14549669,0.050513795
5.0574286,1.1,1.6,746286,14756234,0.050574286
4.9640905,1.1,1.7,746213,15032220,0.049640905
4.8947499,1.1,1.8,741690,15152766,0.048947499
4.7866996,1.1,1.9,737257,15402199,0.047866996
4.7645003,1.1,2,735125,15429215,0.047645003
4.8494627,1.1,2.1,751492,15496397,0.048494627
4.7923942,1.1,2.2,753142,15715360,0.047923942
4.7293228,1.1,2.3,746875,15792430,0.047293228
4.6442694,1.1,2.4,737150,15872249,0.046442694
4.6298525,1.1,2.5,741423,16013966,0.046298525
4.6271739,1.1,2.6,738713,15964669,0.046271739
4.624886,1.1,2.7,735788,15909322,0.04624886
4.6170466,1.1,2.8,746153,16160829,0.046170466
4.5745235,1.1,2.9,738722,16148611,0.045745235
4.5367753,1.1,3,734082,16180700,0.045367753
12.012977,1.2,1.1,1773264,14761237,0.12012977
11.6580838,1.2,1.2,1781602,15282117,0.116580838
11.4383491,1.2,1.3,1775061,15518507,0.114383491
11.3597364,1.2,1.4,1798249,15830024,0.113597364
11.227994,1.2,1.5,1807319,16096544,0.11227994
11.1571098,1.2,1.6,1814483,16263020,0.111571098
11.0286206,1.2,1.7,1794433,16270693,0.110286206
10.9183168,1.2,1.8,1805143,16533162,0.109183168
10.9898422,1.2,1.9,1814760,16513067,0.109898422
10.8696853,1.2,2,1831401,16848703,0.108696853
10.758893,1.2,2.1,1804165,16769058,0.10758893
10.8575681,1.2,2.2,1846806,17009389,0.108575681
10.7193074,1.2,2.3,1818909,16968531,0.107193074
10.5449842,1.2,2.4,1802991,17098091,0.105449842
10.6782827,1.2,2.5,1825027,17091016,0.106782827
10.6855321,1.2,2.6,1839420,17214117,0.106855321
10.563988,1.2,2.7,1811562,17148467,0.10563988
10.5855674,1.2,2.8,1811312,17111147,0.105855674
10.6749504,1.2,2.9,1840601,17242244,0.106749504
10.5796125,1.2,3,1831993,17316258,0.105796125
17.9543473,1.3,1.1,2814303,15674772,0.179543473
18.1004222,1.3,1.2,2907290,16062001,0.181004222
17.6947775,1.3,1.3,2881488,16284398,0.176947775
17.594328,1.3,1.4,2917451,16581770,0.17594328
17.475288,1.3,1.5,2914272,16676532,0.17475288
17.3619906,1.3,1.6,2919455,16815209,0.173619906
17.4191469,1.3,1.7,2969408,17046805,0.174191469
16.9889268,1.3,1.8,2919974,17187513,0.169889268
17.1125504,1.3,1.9,2973787,17377813,0.171125504
16.9066859,1.3,2,2946787,17429714,0.169066859
17.1583173,1.3,2.1,3018392,17591422,0.171583173
17.0526658,1.3,2.2,2981440,17483718,0.170526658
16.9926509,1.3,2.3,3000642,17658469,0.169926509
16.720396,1.3,2.4,2970113,17763413,0.16720396
16.9133322,1.3,2.5,2999628,17735287,0.169133322
16.6839162,1.3,2.6,2974649,17829441,0.166839162
16.66422,1.3,2.7,2987743,17929090,0.1666422
16.6691467,1.3,2.8,2985426,17909891,0.166691467
16.4102527,1.3,2.9,2929173,17849652,0.164102527
16.7262405,1.3,3,2987902,17863560,0.167262405
24.3130058,1.4,1.1,3906995,16069568,0.243130058
23.9951638,1.4,1.2,3959919,16502988,0.239951638
23.8280194,1.4,1.3,3996515,16772334,0.238280194
23.8612331,1.4,1.4,4071504,17063259,0.238612331
23.6862877,1.4,1.5,4060433,17142547,0.236862877
23.7955391,1.4,1.6,4129623,17354610,0.237955391
23.5281384,1.4,1.7,4100919,17429849,0.235281384
23.4052607,1.4,1.8,4121133,17607721,0.234052607
23.1061718,1.4,1.9,4108730,17781959,0.231061718
23.2614,1.4,2,4129932,17754443,0.232614
23.2404315,1.4,2.1,4163065,17913028,0.232404315
23.2085492,1.4,2.2,4170768,17970826,0.232085492
23.1092128,1.4,2.3,4172156,18054081,0.231092128
23.0294465,1.4,2.4,4155966,18046313,0.230294465
23.1121661,1.4,2.5,4221552,18265497,0.231121661
23.1706683,1.4,2.6,4191145,18088149,0.231706683
22.8523788,1.4,2.7,4160340,18205282,0.228523788
22.9629308,1.4,2.8,4166737,18145493,0.229629308
22.7262344,1.4,2.9,4133890,18189947,0.227262344
22.889151,1.4,3,4186504,18290342,0.22889151
30.7519026,1.5,1.1,5079392,16517326,0.307519026
30.2064186,1.5,1.2,5114507,16931855,0.302064186
30.0583572,1.5,1.3,5115520,17018628,0.300583572
30.1785106,1.5,1.4,5248113,17390232,0.301785106
29.8279036,1.5,1.5,5260186,17635118,0.298279036
30.206772,1.5,1.6,5309370,17576754,0.30206772
29.8082952,1.5,1.7,5265331,17663979,0.298082952
29.58074,1.5,1.8,5328597,18013738,0.2958074
29.0106149,1.5,1.9,5226640,18016302,0.290106149
29.7066841,1.5,2,5392417,18152201,0.297066841
29.4340782,1.5,2.1,5350804,18178942,0.294340782
29.2543225,1.5,2.2,5346343,18275395,0.292543225
29.0497264,1.5,2.3,5327305,18338572,0.290497264
29.3911145,1.5,2.4,5383770,18317679,0.293911145
29.2010767,1.5,2.5,5359544,18353926,0.292010767
28.6916266,1.5,2.6,5257501,18324165,0.286916266
28.9882826,1.5,2.7,5328509,18381596,0.289882826
28.6691416,1.5,2.8,5326996,18580940,0.286691416
29.1980285,1.5,2.9,5360104,18357760,0.291980285
28.8020165,1.5,3,5317589,18462558,0.288020165
5.285275,1.1,1.1,817206,15461939,0.05285275
5.1099646,1.1,1.2,815697,15962870,0.051099646
4.9446641,1.1,1.3,809308,16367300,0.049446641
4.8447628,1.1,1.4,808685,16691942,0.048447628
4.7964573,1.1,1.5,814779,16987100,0.047964573
