day,reqWaitTime,reqDis,CarWaitTime,carDis,Rides,NumCar,NumReq,C:R ratio,carFlex,ReqFlex,NumFeasible,totalCPUtime,tranferTimes
6,425270,7258158,1106331,11202210,22097,14732,7365,2,1.2,1.8,5221,68.2562602937403,508
6,510772,7244392,1097209,11300912,22097,14732,7365,2,1.2,1.9,5249,61.0206760199585,560
6,545625,7312042,1092321,11306680,22097,14732,7365,2,1.2,2.0,5300,59.084109193371205,567
6,603737,7337983,1095361,11516782,22097,14732,7365,2,1.2,2.1,5307,55.73581428890839,605
6,654906,7347654,1123462,11669544,22097,14732,7365,2,1.2,2.2,5360,56.63600375468877,665
6,736970,7300610,1099999,11648579,22097,14732,7365,2,1.2,2.3,5350,58.66122778684257,683
6,711831,7422894,1112582,11849474,22097,14732,7365,2,1.2,2.4,5403,58.4611781266799,693
6,783383,7358066,1118804,11737658,22097,14732,7365,2,1.2,2.5,5383,53.504433806637735,701
6,767579,7421298,1123758,11814795,22097,14732,7365,2,1.2,2.6,5460,53.69386748175293,685
6,801426,7374407,1115800,11840055,22097,14732,7365,2,1.2,2.7,5432,54.206756991736256,724
6,832765,7441665,1096099,11809983,22097,14732,7365,2,1.2,2.8,5423,55.90469352809214,693
6,873491,7435647,1097787,11954908,22097,14732,7365,2,1.2,2.9,5467,56.1315474918415,742
6,914984,7384375,1093248,11943604,22097,14732,7365,2,1.2,3.0,5465,59.55046731250104,789
6,12796,7193796,1778218,10426081,22097,14732,7365,2,1.3,1.1,5152,94.1280411242592,203
6,51523,7403282,1853596,10819549,22097,14732,7365,2,1.3,1.2,5243,84.12618817098291,269
6,101173,7584707,1849961,11086042,22097,14732,7365,2,1.3,1.3,5329,84.37111677007624,353
6,155083,7669564,1857866,11314066,22097,14732,7365,2,1.3,1.4,5405,83.63885055303899,415
6,237822,7753821,1863450,11516828,22097,14732,7365,2,1.3,1.5,5469,78.6875730225679,486
6,306202,7863778,1870703,11770378,22097,14732,7365,2,1.3,1.6,5565,79.80436906880959,574
6,359983,7968321,1871088,11792571,22097,14732,7365,2,1.3,1.7,5621,76.82549164536977,556
6,410183,7903874,1838649,11862254,22097,14732,7365,2,1.3,1.8,5613,72.3192565345912,594
6,468836,7981951,1864052,12105642,22097,14732,7365,2,1.3,1.9,5670,73.86204801383155,669
6,490940,8022908,1903228,12107494,22097,14732,7365,2,1.3,2.0,5690,73.34968141135369,681
6,548503,8034860,1880833,12303422,22097,14732,7365,2,1.3,2.1,5729,70.17796114828661,707
6,588590,8060531,1882214,12327293,22097,14732,7365,2,1.3,2.2,5768,68.63565119311852,747
6,630436,8108003,1890799,12407387,22097,14732,7365,2,1.3,2.3,5797,69.72794372873432,747
6,682179,8077054,1891599,12448994,22097,14732,7365,2,1.3,2.4,5826,68.89705330387642,793
6,738795,8108090,1867185,12506628,22097,14732,7365,2,1.3,2.5,5828,70.665019026761,807
6,716556,8038966,1898102,12426923,22097,14732,7365,2,1.3,2.6,5801,78.50748976806244,780
6,769976,8104437,1903546,12622630,22097,14732,7365,2,1.3,2.7,5878,69.28646862904861,853
6,820025,8073346,1866918,12610066,22097,14732,7365,2,1.3,2.8,5842,67.24848757827112,840
6,783235,8068336,1879743,12605578,22097,14732,7365,2,1.3,2.9,5826,66.77868243987359,863
6,835440,8104605,1870687,12665494,22097,14732,7365,2,1.3,3.0,5864,68.48806070605679,860
6,10219,7755086,2541804,11003547,22097,14732,7365,2,1.4,1.1,5489,119.48981838112468,220
6,51401,7958767,2583616,11339300,22097,14732,7365,2,1.4,1.2,5629,107.20764882173535,340
6,94252,8049975,2637834,11550828,22097,14732,7365,2,1.4,1.3,5644,107.33882995751446,391
6,170174,8196833,2595686,11803353,22097,14732,7365,2,1.4,1.4,5710,96.94194411244916,488
6,238975,8356606,2659965,12065854,22097,14732,7365,2,1.4,1.5,5801,101.98341645314031,564
6,295145,8403424,2692589,12303615,22097,14732,7365,2,1.4,1.6,5884,93.87177377289117,628
6,353141,8404634,2687899,12378006,22097,14732,7365,2,1.4,1.7,5895,99.69477855987316,671
6,372671,8443494,2656790,12476888,22097,14732,7365,2,1.4,1.8,5926,94.68930535431446,677
6,452124,8431198,2685259,12607794,22097,14732,7365,2,1.4,1.9,5940,88.46442689011656,768
6,463102,8455858,2693338,12629306,22097,14732,7365,2,1.4,2.0,5961,91.31135646063558,726
6,480609,8516644,2710272,12721203,22097,14732,7365,2,1.4,2.1,6006,88.11415969402879,771
6,575776,8588733,2707447,12890197,22097,14732,7365,2,1.4,2.2,6057,83.56918130644954,854
6,607931,8547231,2672368,12919584,22097,14732,7365,2,1.4,2.3,6062,84.2832102415241,846
6,663131,8518859,2712123,12978793,22097,14732,7365,2,1.4,2.4,6045,89.55046635009694,904
6,655482,8542010,2692870,12999953,22097,14732,7365,2,1.4,2.5,6096,89.55260417567479,916
6,684070,8545031,2699380,12952102,22097,14732,7365,2,1.4,2.6,6103,85.0212852233044,914
6,698723,8545902,2683802,13029228,22097,14732,7365,2,1.4,2.7,6100,84.78637912526938,927
6,767160,8573652,2670283,13023364,22097,14732,7365,2,1.4,2.8,6124,78.9792954286504,935
6,711977,8585249,2701390,12991604,22097,14732,7365,2,1.4,2.9,6135,92.90651568428348,897
6,753658,8586227,2696855,13147386,22097,14732,7365,2,1.4,3.0,6131,85.23310639790725,963
6,10581,8133367,3347527,11423570,22097,14732,7365,2,1.5,1.1,5735,132.16751454679434,291
6,50126,8365393,3381140,11740523,22097,14732,7365,2,1.5,1.2,5842,140.55001754793466,398
6,106558,8477789,3425580,11984789,22097,14732,7365,2,1.5,1.3,5879,121.74320717472801,467
6,159188,8643825,3427003,12296211,22097,14732,7365,2,1.5,1.4,5965,123.94199415753792,556
6,231738,8686132,3460553,12452117,22097,14732,7365,2,1.5,1.5,6011,121.00001379449532,648
6,283999,8723779,3483627,12564558,22097,14732,7365,2,1.5,1.6,6067,106.50603845907153,677
6,319882,8812766,3518086,12776510,22097,14732,7365,2,1.5,1.7,6144,127.19411610342195,728
6,370145,8795475,3504357,12770466,22097,14732,7365,2,1.5,1.8,6128,113.82168500688658,767
6,434275,8863052,3544623,13097094,22097,14732,7365,2,1.5,1.9,6165,107.45098046766816,837
6,438021,8874621,3505178,13017780,22097,14732,7365,2,1.5,2.0,6190,112.12738123414965,842
6,497478,8935064,3579740,13195377,22097,14732,7365,2,1.5,2.1,6242,104.55642332522257,873
6,522343,8912777,3562743,13175664,22097,14732,7365,2,1.5,2.2,6255,111.93435136694097,908
6,560407,8969120,3639649,13349142,22097,14732,7365,2,1.5,2.3,6312,104.21897025064573,967
6,551033,8899126,3568743,13183873,22097,14732,7365,2,1.5,2.4,6285,105.36442644099043,918
6,633966,8896079,3530344,13263160,22097,14732,7365,2,1.5,2.5,6303,109.57967699071196,974
6,600248,8989919,3594765,13403332,22097,14732,7365,2,1.5,2.6,6354,106.2923081907229,970
6,634202,8937131,3514322,13375810,22097,14732,7365,2,1.5,2.7,6321,102.01651649918495,984
6,628162,8969657,3536017,13323102,22097,14732,7365,2,1.5,2.8,6353,104.83454147432894,973
6,698346,8899816,3529941,13433495,22097,14732,7365,2,1.5,2.9,6317,104.8504118778219,992
6,711506,8943837,3569449,13446285,22097,14732,7365,2,1.5,3.0,6345,110.25404483406419,1008
7,24984,7044886,582141,10736954,24412,16275,8137,2,1.1,1.1,4934,88.66735959933095,123
7,86246,7475350,575516,11343996,24412,16275,8137,2,1.1,1.2,5188,113.52079343356573,221
7,162424,7792951,585390,11702703,24412,16275,8137,2,1.1,1.3,5332,105.48725485100803,260
7,224543,7778418,582723,11875495,24412,16275,8137,2,1.1,1.4,5351,107.20235141566764,310
7,311973,7827426,578719,11976704,24412,16275,8137,2,1.1,1.5,5447,102.69893968470114,347
7,393963,7970770,564476,12167042,24412,16275,8137,2,1.1,1.6,5486,94.471869500249,377
7,459032,7880182,578667,12208678,24412,16275,8137,2,1.1,1.7,5526,97.90132061417239,405
7,479404,8062129,592771,12375927,24412,16275,8137,2,1.1,1.8,5643,99.94483389826405,423
7,612137,8178212,580895,12671831,24412,16275,8137,2,1.1,1.9,5687,93.38371242525602,483
7,607268,8153546,577905,12675204,24412,16275,8137,2,1.1,2.0,5697,94.10479547899195,485
7,694440,8178566,593126,12801948,24412,16275,8137,2,1.1,2.1,5738,95.15641126324408,485
7,753825,8132704,586512,12929795,24412,16275,8137,2,1.1,2.2,5780,90.93818559433521,603
7,765683,8201439,590968,12982832,24412,16275,8137,2,1.1,2.3,5791,91.53543773134402,595
7,831311,8146022,560318,12856031,24412,16275,8137,2,1.1,2.4,5814,92.39063052381107,584
7,832888,8245671,591888,13097951,24412,16275,8137,2,1.1,2.5,5863,90.91102616270337,620
7,904711,8156910,581383,13072589,24412,16275,8137,2,1.1,2.6,5854,94.6550565157138,634
7,918495,8221470,576266,13230260,24412,16275,8137,2,1.1,2.7,5896,87.35598709862734,676
7,993434,8296647,578216,13184436,24412,16275,8137,2,1.1,2.8,5923,88.33391719324436,652
7,986038,8355293,583879,13288533,24412,16275,8137,2,1.1,2.9,5969,87.01710067993235,663
7,1007069,8224051,570713,13212698,24412,16275,8137,2,1.1,3.0,5908,85.29172240605885,676
7,16220,8501955,1395629,12151348,24412,16275,8137,2,1.2,1.1,5851,142.66269353190455,170
7,67332,8684041,1399130,12408896,24412,16275,8137,2,1.2,1.2,5949,144.78258307333272,245
7,124059,8885237,1409731,12764674,24412,16275,8137,2,1.2,1.3,6033,134.6920081124381,300
7,204857,9104493,1442125,13142519,24412,16275,8137,2,1.2,1.4,6161,123.64180482011989,381
7,268734,9122632,1436712,13208929,24412,16275,8137,2,1.2,1.5,6151,123.4017524138585,407
7,311858,9268920,1432803,13470008,24412,16275,8137,2,1.2,1.6,6243,119.12739246228693,465
7,408284,9280127,1446940,13608058,24412,16275,8137,2,1.2,1.7,6269,116.86091494056063,506
7,400138,9271827,1433860,13594152,24412,16275,8137,2,1.2,1.8,6273,122.6338399440915,511
7,481499,9376924,1450405,13792525,24412,16275,8137,2,1.2,1.9,6383,120.10054324637304,542
7,526012,9285651,1438033,13810896,24412,16275,8137,2,1.2,2.0,6332,113.40067483945131,574
7,552166,9379338,1427161,13963420,24412,16275,8137,2,1.2,2.1,6430,117.228612601235,584
7,638124,9451372,1439288,14107390,24412,16275,8137,2,1.2,2.2,6501,111.73986088735683,680
7,662071,9421204,1468527,14196901,24412,16275,8137,2,1.2,2.3,6545,113.98679931193965,700
7,692967,9477933,1463107,14191090,24412,16275,8137,2,1.2,2.4,6533,109.95703143798437,707
7,750612,9365829,1467963,14222441,24412,16275,8137,2,1.2,2.5,6507,110.72292991177801,732
7,755078,9426929,1449786,14205755,24412,16275,8137,2,1.2,2.6,6542,111.08785808737412,724
7,794301,9454290,1421016,14317952,24412,16275,8137,2,1.2,2.7,6545,109.14853653262253,752
7,839104,9373430,1414111,14359229,24412,16275,8137,2,1.2,2.8,6524,105.06267030586423,775
7,827013,9453355,1452885,14337782,24412,16275,8137,2,1.2,2.9,6581,103.33391526847117,768
7,830330,9394371,1446376,14258350,24412,16275,8137,2,1.2,3.0,6573,108.9663577983265,752
7,12348,9231292,2281857,12982704,24412,16275,8137,2,1.3,1.1,6304,174.93131625765,213
7,59505,9440594,2315096,13225805,24412,16275,8137,2,1.3,1.2,6378,174.42445269538894,285
7,108715,9673501,2358928,13457694,24412,16275,8137,2,1.3,1.3,6467,170.62270329716648,355
7,187272,9790495,2346933,13758950,24412,16275,8137,2,1.3,1.4,6550,157.27396087361467,421
7,231751,9825379,2335968,13789440,24412,16275,8137,2,1.3,1.5,6574,159.86270886631064,460
7,297555,9998411,2384555,14093465,24412,16275,8137,2,1.3,1.6,6667,153.2057002695292,526
7,360550,10045767,2392793,14381319,24412,16275,8137,2,1.3,1.7,6685,140.2563610256384,620
7,390892,10031741,2379783,14356995,24412,16275,8137,2,1.3,1.8,6712,152.23962253139143,602
7,438212,10056267,2392390,14440456,24412,16275,8137,2,1.3,1.9,6760,147.00254845235395,644
7,486709,10100999,2408103,14567628,24412,16275,8137,2,1.3,2.0,6783,142.73409735578753,682
7,517009,10121301,2400129,14670056,24412,16275,8137,2,1.3,2.1,6818,139.03336534934715,732
7,600073,10103686,2404094,14763568,24412,16275,8137,2,1.3,2.2,6844,148.1479651839718,769
7,599191,10118638,2432621,14901395,24412,16275,8137,2,1.3,2.3,6886,135.39732951448696,800
7,603193,10101350,2410722,14777710,24412,16275,8137,2,1.3,2.4,6867,135.69586992886707,775
7,639837,10103972,2399122,14924179,24412,16275,8137,2,1.3,2.5,6905,138.58673752546383,817
7,643113,10112695,2433365,14923670,24412,16275,8137,2,1.3,2.6,6913,146.5329412489291,793
7,685332,10167044,2434170,14983420,24412,16275,8137,2,1.3,2.7,6945,134.70503813376217,811
7,713013,10242698,2443038,15040790,24412,16275,8137,2,1.3,2.8,6958,139.15787476272453,846
7,735607,10167228,2443780,14960738,24412,16275,8137,2,1.3,2.9,6961,136.17826141909427,833
7,769999,10164814,2414698,14974999,24412,16275,8137,2,1.3,3.0,6929,127.99847522734126,888
7,11922,9806005,3178363,13435861,24412,16275,8137,2,1.4,1.1,6565,211.99725842467706,256
7,54846,10012268,3223041,13715609,24412,16275,8137,2,1.4,1.2,6687,202.4953984139338,348
7,101758,10144953,3261597,14013586,24412,16275,8137,2,1.4,1.3,6740,194.0856782367391,410
7,160864,10328309,3317247,14183304,24412,16275,8137,2,1.4,1.4,6804,201.2844443673912,465
7,206404,10362633,3342485,14456418,24412,16275,8137,2,1.4,1.5,6868,196.60136129189596,523
7,266966,10386742,3359609,14487424,24412,16275,8137,2,1.4,1.6,6878,214.23046330893158,565
7,298210,10426219,3325837,14659398,24412,16275,8137,2,1.4,1.7,6927,206.0549428234317,604
7,331430,10448277,3338520,14681962,24412,16275,8137,2,1.4,1.8,6969,203.93921472762486,617
7,415517,10523231,3389713,14999558,24412,16275,8137,2,1.4,1.9,7027,200.55738541108076,731
7,388762,10444108,3360409,14849032,24412,16275,8137,2,1.4,2.0,6970,191.3223413681535,669
7,450936,10523044,3389803,15028699,24412,16275,8137,2,1.4,2.1,7045,187.75141938918932,715
7,533010,10568259,3398456,15150490,24412,16275,8137,2,1.4,2.2,7096,179.45198393678402,804
7,519694,10601624,3402926,15196070,24412,16275,8137,2,1.4,2.3,7148,176.92713460153573,827
7,541339,10578577,3452873,15254808,24412,16275,8137,2,1.4,2.4,7134,165.91992040261903,822
7,568120,10610049,3432368,15372394,24412,16275,8137,2,1.4,2.5,7138,144.58408641650567,852
7,588664,10650478,3424658,15377093,24412,16275,8137,2,1.4,2.6,7183,127.2515608629019,864
7,605729,10586439,3442155,15297974,24412,16275,8137,2,1.4,2.7,7155,160.43552229472334,864
7,606258,10598812,3438123,15236765,24412,16275,8137,2,1.4,2.8,7168,179.88403290653696,845
7,655140,10608117,3415758,15315522,24412,16275,8137,2,1.4,2.9,7172,160.95839388470267,866
7,683467,10572396,3409968,15322292,24412,16275,8137,2,1.4,3.0,7178,188.81817896013126,883
7,11512,10180117,4144822,13647885,24412,16275,8137,2,1.5,1.1,6815,262.94737561380407,253
7,46606,10339810,4181269,14013534,24412,16275,8137,2,1.5,1.2,6848,256.64022101989667,361
7,89560,10518642,4242370,14322463,24412,16275,8137,2,1.5,1.3,6923,241.17496806416693,433
7,148484,10695351,4318782,14599253,24412,16275,8137,2,1.5,1.4,7022,248.64769827660803,508
7,192496,10717512,4284824,14674726,24412,16275,8137,2,1.5,1.5,7058,245.2618031134598,563
7,249208,10739422,4329941,14866601,24412,16275,8137,2,1.5,1.6,7084,241.32274910769593,601
7,286303,10733053,4369345,14902471,24412,16275,8137,2,1.5,1.7,7100,244.53002130765526,646
7,356510,10839031,4408748,15142987,24412,16275,8137,2,1.5,1.8,7141,230.06327694275205,729
7,367864,10874734,4389784,15152044,24412,16275,8137,2,1.5,1.9,7197,229.6726464189651,757
7,365300,10883581,4358362,15145206,24412,16275,8137,2,1.5,2.0,7219,222.71769281650722,713
7,438786,10918309,4410588,15394899,24412,16275,8137,2,1.5,2.1,7257,225.59032473515072,787
7,475291,10981335,4466815,15516106,24412,16275,8137,2,1.5,2.2,7301,221.26600626330946,843
7,488897,10979202,4427219,15461700,24412,16275,8137,2,1.5,2.3,7316,215.1575135394578,857
7,506831,10946062,4451917,15531203,24412,16275,8137,2,1.5,2.4,7316,218.13366703172414,858
7,542354,10890269,4403874,15493008,24412,16275,8137,2,1.5,2.5,7290,224.36478670191718,850
7,562848,10868125,4406372,15498001,24412,16275,8137,2,1.5,2.6,7270,213.7367898483244,830
7,546967,10961437,4456785,15546786,24412,16275,8137,2,1.5,2.7,7334,220.80300341407747,876
7,585475,10900121,4375790,15620595,24412,16275,8137,2,1.5,2.8,7325,220.1651701246392,904
7,578302,10922687,4432232,15666954,24412,16275,8137,2,1.5,2.9,7329,217.2251309353578,937
7,590768,10954181,4385022,15501332,24412,16275,8137,2,1.5,3.0,7338,209.12333239019063,890
8,25591,8899175,733278,13254859,29807,19872,9935,2,1.1,1.1,6332,166.84586097851206,158
8,93910,9285064,744736,13935102,29807,19872,9935,2,1.1,1.2,6591,177.25524687957477,242
8,171224,9463350,737504,14200378,29807,19872,9935,2,1.1,1.3,6674,156.2112690740214,284
8,243084,9595692,741995,14430241,29807,19872,9935,2,1.1,1.4,6811,163.30083190412552,335
8,345788,9785553,743388,14697815,29807,19872,9935,2,1.1,1.5,6934,149.83240076140464,399
8,407154,9828168,747410,14982348,29807,19872,9935,2,1.1,1.6,7008,152.56308157424428,434
8,487382,9934866,746783,15069526,29807,19872,9935,2,1.1,1.7,7046,147.84012022375464,475
8,541910,9866943,745726,15227928,29807,19872,9935,2,1.1,1.8,7083,148.5674201026177,515
8,601205,10068243,747680,15369268,29807,19872,9935,2,1.1,1.9,7205,139.617330502615,512
8,648797,10050973,750198,15502569,29807,19872,9935,2,1.1,2.0,7217,143.13283230464367,550
8,718597,10035165,744765,15440329,29807,19872,9935,2,1.1,2.1,7179,143.22431449383657,604
8,840266,10127878,737772,15711185,29807,19872,9935,2,1.1,2.2,7311,136.61291883120066,665
8,862685,10077563,736518,15679481,29807,19872,9935,2,1.1,2.3,7322,141.9363422650822,674
8,946167,10152310,746333,15947664,29807,19872,9935,2,1.1,2.4,7388,128.52289404607836,711
8,955524,10109260,731575,15863811,29807,19872,9935,2,1.1,2.5,7402,124.15092586702667,733
8,1020966,10113810,739837,16000815,29807,19872,9935,2,1.1,2.6,7390,125.75167057719227,776
8,1033877,10238712,743118,15972866,29807,19872,9935,2,1.1,2.7,7444,132.59475565456705,729
8,1120120,10169383,741458,16055342,29807,19872,9935,2,1.1,2.8,7430,122.05828943148481,796
8,1155311,10270558,743793,16174418,29807,19872,9935,2,1.1,2.9,7495,124.3809374865541,810
8,1164347,10132128,738631,16048096,29807,19872,9935,2,1.1,3.0,7439,129.14138553171506,793
8,14937,10391006,1764547,14811611,29807,19872,9935,2,1.2,1.1,7354,218.6166619508076,196
8,67217,10677271,1767485,15301744,29807,19872,9935,2,1.2,1.2,7489,223.1421082988527,277
8,128364,10942331,1781193,15483612,29807,19872,9935,2,1.2,1.3,7635,210.35113239957172,328
8,226199,11035205,1798515,15900889,29807,19872,9935,2,1.2,1.4,7702,195.8857302707038,440
8,268836,11074171,1792261,15902455,29807,19872,9935,2,1.2,1.5,7699,193.91096906001985,452
8,356831,11208239,1772782,16173967,29807,19872,9935,2,1.2,1.6,7809,187.28833890570058,525
8,374343,11248511,1794194,16300659,29807,19872,9935,2,1.2,1.7,7878,167.52361296361778,528
8,455634,11263194,1808449,16502599,29807,19872,9935,2,1.2,1.8,7900,176.70561076569356,597
8,509753,11345201,1805295,16558802,29807,19872,9935,2,1.2,1.9,7972,157.21712627988381,643
8,529725,11326472,1782931,16625598,29807,19872,9935,2,1.2,2.0,7980,167.10884656870803,619
8,604153,11393696,1806575,16736802,29807,19872,9935,2,1.2,2.1,8023,159.1624221332495,696
8,720328,11489301,1820013,17000587,29807,19872,9935,2,1.2,2.2,8097,161.70805880690386,797
8,726820,11482641,1796875,16963025,29807,19872,9935,2,1.2,2.3,8107,162.40071429812087,769
8,752257,11508755,1841213,17037083,29807,19872,9935,2,1.2,2.4,8143,155.17767563439338,804
8,803693,11451273,1820089,17161391,29807,19872,9935,2,1.2,2.5,8139,152.28663705034705,833
8,845081,11482350,1813253,17139648,29807,19872,9935,2,1.2,2.6,8192,151.26159042172912,841
8,888564,11501333,1817622,17239011,29807,19872,9935,2,1.2,2.7,8220,144.63408664113376,856
8,912235,11520878,1840536,17299634,29807,19872,9935,2,1.2,2.8,8213,143.39914685861004,869
8,882662,11497394,1811589,17220334,29807,19872,9935,2,1.2,2.9,8234,142.3961710978183,816
8,930225,11567597,1789402,17299531,29807,19872,9935,2,1.2,3.0,8270,158.6582680659776,833
8,12055,11215884,2871966,15652640,29807,19872,9935,2,1.3,1.1,7888,249.20335424313816,268
8,64569,11538216,2888645,16146432,29807,19872,9935,2,1.3,1.2,8036,228.5945509827543,344
8,125452,11677392,2909185,16220989,29807,19872,9935,2,1.3,1.3,8083,235.77103515814815,413
8,182166,11846723,2887581,16494902,29807,19872,9935,2,1.3,1.4,8191,223.7657938922457,478
8,250033,11929818,2934358,16681071,29807,19872,9935,2,1.3,1.5,8261,219.72935942852928,543
8,314258,12036862,2974888,16993181,29807,19872,9935,2,1.3,1.6,8314,219.9527512952045,614
8,346370,12026609,2956428,17023798,29807,19872,9935,2,1.3,1.7,8311,206.54568351087073,608
8,399991,12084225,2921329,17136618,29807,19872,9935,2,1.3,1.8,8385,213.74458020788006,662
8,438073,12107047,2955437,17246432,29807,19872,9935,2,1.3,1.9,8398,195.94256293971193,681
8,505207,12103535,2975267,17353711,29807,19872,9935,2,1.3,2.0,8429,211.28492236295642,740
8,548665,12094073,2972097,17413848,29807,19872,9935,2,1.3,2.1,8431,200.628838638273,770
8,591902,12185651,2956012,17698311,29807,19872,9935,2,1.3,2.2,8531,200.5746885170738,852
8,630946,12194562,2999324,17657868,29807,19872,9935,2,1.3,2.3,8580,198.56129374357988,828
8,625028,12205857,2967316,17645645,29807,19872,9935,2,1.3,2.4,8559,206.39945033776166,823
8,666895,12189700,2963420,17816143,29807,19872,9935,2,1.3,2.5,8594,207.63362404416694,894
8,718981,12202692,2983233,17823326,29807,19872,9935,2,1.3,2.6,8585,198.35153564818756,915
8,728248,12210868,3004155,17894442,29807,19872,9935,2,1.3,2.7,8592,195.23056436158367,908
8,768098,12260252,3007239,17935071,29807,19872,9935,2,1.3,2.8,8628,194.2694667561591,958
8,810117,12200163,2957864,17823534,29807,19872,9935,2,1.3,2.9,8622,192.8280577418991,952
8,790447,12229846,2964065,17910486,29807,19872,9935,2,1.3,3.0,8620,189.89022695467793,935
8,11500,11793775,3949240,16130632,29807,19872,9935,2,1.4,1.1,8216,310.0670486137424,287
8,50693,12075112,3978552,16562547,29807,19872,9935,2,1.4,1.2,8353,309.27135724349137,392
8,111719,12229074,4052939,16764203,29807,19872,9935,2,1.4,1.3,8395,292.06267832595404,448
8,170526,12370678,4020353,16966050,29807,19872,9935,2,1.4,1.4,8492,282.8530600996892,533
8,221380,12422805,4029735,17101086,29807,19872,9935,2,1.4,1.5,8528,281.89029881410534,555
8,274018,12527878,4124670,17456083,29807,19872,9935,2,1.4,1.6,8585,272.7912312578592,671
8,329761,12535678,4104796,17606245,29807,19872,9935,2,1.4,1.7,8623,262.6100117221504,690
8,370957,12570909,4132362,17652837,29807,19872,9935,2,1.4,1.8,8657,252.88277439972444,736
8,423089,12609379,4187106,17867265,29807,19872,9935,2,1.4,1.9,8691,261.31659131043125,802
8,449974,12637860,4132040,17792047,29807,19872,9935,2,1.4,2.0,8727,258.0002428470907,792
8,489731,12562877,4163710,17892387,29807,19872,9935,2,1.4,2.1,8736,239.70238092945146,810
8,549198,12719442,4145111,18045450,29807,19872,9935,2,1.4,2.2,8828,209.57770213271579,868
8,562389,12621499,4117274,18031115,29807,19872,9935,2,1.4,2.3,8786,205.39378946258148,882
8,615794,12663427,4187765,18194188,29807,19872,9935,2,1.4,2.4,8822,206.8487523681979,948
8,618101,12661429,4160018,18093653,29807,19872,9935,2,1.4,2.5,8844,212.43533526721512,916
8,655899,12737993,4181820,18284353,29807,19872,9935,2,1.4,2.6,8882,204.3886357759875,950
8,641279,12718276,4189292,18165017,29807,19872,9935,2,1.4,2.7,8857,205.75123909795366,910
8,686807,12727232,4174078,18334169,29807,19872,9935,2,1.4,2.8,8872,202.6402357766092,955
8,674835,12647043,4172853,18223669,29807,19872,9935,2,1.4,2.9,8861,205.85726421202344,933
8,721166,12643697,4164035,18167667,29807,19872,9935,2,1.4,3.0,8846,201.54639184185362,958
8,10030,12235756,5054846,16518886,29807,19872,9935,2,1.5,1.1,8489,292.15210834356185,281
8,57284,12539909,5131754,16852856,29807,19872,9935,2,1.5,1.2,8616,287.3104729714396,420
8,97725,12606704,5163974,17124156,29807,19872,9935,2,1.5,1.3,8639,275.3864697199351,479
8,143307,12693356,5149413,17288190,29807,19872,9935,2,1.5,1.4,8698,268.8672527079616,536
8,199680,12772353,5245595,17468517,29807,19872,9935,2,1.5,1.5,8734,270.8260373298108,608
8,251983,12842573,5283415,17726068,29807,19872,9935,2,1.5,1.6,8796,262.7660912760075,670
8,309243,12899575,5288596,17870187,29807,19872,9935,2,1.5,1.7,8825,256.3630303101563,728
8,336402,12916932,5292947,17937923,29807,19872,9935,2,1.5,1.8,8879,254.06858878507046,742
8,393142,12932912,5345459,18017257,29807,19872,9935,2,1.5,1.9,8899,253.76265484319083,772
8,397359,12993613,5340082,18048854,29807,19872,9935,2,1.5,2.0,8906,255.49454283447267,787
8,451649,13011562,5302864,18145225,29807,19872,9935,2,1.5,2.1,8956,249.53580023776158,835
8,514440,13032192,5365790,18352611,29807,19872,9935,2,1.5,2.2,8988,241.61908240343473,909
8,488743,13061718,5333621,18189560,29807,19872,9935,2,1.5,2.3,9001,247.0920471218742,878
8,530564,13000015,5364056,18308235,29807,19872,9935,2,1.5,2.4,9013,249.13872576104404,944
8,524467,13062673,5405968,18296759,29807,19872,9935,2,1.5,2.5,9043,248.05046089632378,909
8,581761,13075060,5381135,18473922,29807,19872,9935,2,1.5,2.6,9046,242.22240187130956,968
8,575522,13020751,5358094,18387799,29807,19872,9935,2,1.5,2.7,9033,245.9900538501024,943
8,627855,13052191,5321538,18500993,29807,19872,9935,2,1.5,2.8,9055,241.88343846008502,974
8,616733,13044710,5341741,18431587,29807,19872,9935,2,1.5,2.9,9055,240.02577356651454,968
8,646359,13029816,5399907,18476548,29807,19872,9935,2,1.5,3.0,9061,241.69901314853632,1008
9,24610,9022195,743633,13438879,29807,19872,9935,2,1.1,1.1,6451,187.7284464257194,155
9,93448,9254537,744799,13793624,29807,19872,9935,2,1.1,1.2,6579,182.3561481413042,218
9,158098,9498946,739166,14198861,29807,19872,9935,2,1.1,1.3,6736,165.79186997503672,277
9,248730,9727256,749638,14531444,29807,19872,9935,2,1.1,1.4,6863,161.0496136579601,349
9,314709,9701774,726932,14545118,29807,19872,9935,2,1.1,1.5,6889,159.98638740196827,352
9,412192,9900427,732691,14995435,29807,19872,9935,2,1.1,1.6,6998,153.83228719748934,447
9,467181,9921886,755406,15168199,29807,19872,9935,2,1.1,1.7,7071,150.39109953656452,495
9,536351,9964338,743095,15136831,29807,19872,9935,2,1.1,1.8,7106,143.21433177229824,477
9,577987,9911276,732905,15313022,29807,19872,9935,2,1.1,1.9,7147,145.74020992011629,529
9,678309,9989764,749208,15448320,29807,19872,9935,2,1.1,2.0,7153,143.2054468357005,544
9,758204,10042176,737252,15570077,29807,19872,9935,2,1.1,2.1,7242,147.68036042764675,606
9,829653,10055395,754243,15690930,29807,19872,9935,2,1.1,2.2,7275,142.73103979038524,689
