CarWaitTime,carFlex,ReqFlex
0.023657989,1.1,2.1
0.02383823,1.1,2.2
0.023773559,1.1,2.3
0.024326786,1.1,2.4
0.023856396,1.1,2.5
0.024024664,1.1,2.6
0.023899745,1.1,2.7
0.023729767,1.1,2.8
0.023989188,1.1,2.9
0.023929383,1.1,3
0.0562326,1.2,1.1
0.057638904,1.2,1.2
0.056170347,1.2,1.3
0.057578096,1.2,1.4
0.05736235,1.2,1.5
0.05704451,1.2,1.6
0.057788535,1.2,1.7
0.057987826,1.2,1.8
0.057824394,1.2,1.9
0.057832917,1.2,2
0.058251081,1.2,2.1
0.058516783,1.2,2.2
0.058287589,1.2,2.3
0.057514959,1.2,2.4
0.058457774,1.2,2.5
0.058759247,1.2,2.6
0.058216106,1.2,2.7
0.058424185,1.2,2.8
0.058162051,1.2,2.9
0.057916727,1.2,3
0.091979535,1.3,1.1
0.09282642,1.3,1.2
0.09232477,1.3,1.3
0.093374987,1.3,1.4
0.093154463,1.3,1.5
0.095624195,1.3,1.6
0.094581145,1.3,1.7
0.093862629,1.3,1.8
0.095351445,1.3,1.9
0.094241365,1.3,2
0.095444662,1.3,2.1
0.095623222,1.3,2.2
0.095614788,1.3,2.3
0.096327318,1.3,2.4
0.094891789,1.3,2.5
0.096174768,1.3,2.6
0.097303014,1.3,2.7
0.094760118,1.3,2.8
0.094721221,1.3,2.9
0.095283265,1.3,3
0.128307299,1.4,1.1
0.129656836,1.4,1.2
0.129636399,1.4,1.3
0.130097441,1.4,1.4
0.130557834,1.4,1.5
0.13202707,1.4,1.6
0.130647188,1.4,1.7
0.132843639,1.4,1.8
0.132621582,1.4,1.9
0.132820903,1.4,2
0.131905366,1.4,2.1
0.13456914,1.4,2.2
0.133261567,1.4,2.3
0.13317242,1.4,2.4
0.132631785,1.4,2.5
0.133570059,1.4,2.6
0.132174489,1.4,2.7
0.133182269,1.4,2.8
0.133797749,1.4,2.9
0.132542815,1.4,3
0.163222831,1.5,1.1
0.167400429,1.5,1.2
0.168121865,1.5,1.3
0.170824478,1.5,1.4
0.169126815,1.5,1.5
0.171680239,1.5,1.6
0.172171714,1.5,1.7
0.170854203,1.5,1.8
0.169659192,1.5,1.9
0.170374907,1.5,2
0.172158208,1.5,2.1
0.17141843,1.5,2.2
0.171793656,1.5,2.3
0.172131136,1.5,2.4
0.17231182,1.5,2.5
0.171989969,1.5,2.6
0.17163913,1.5,2.7
0.17157903,1.5,2.8
0.172260655,1.5,2.9
0.173128714,1.5,3
0.023774541,1.1,1.1
0.024423366,1.1,1.2
0.024344837,1.1,1.3
0.024470855,1.1,1.4
0.024840974,1.1,1.5
0.024309654,1.1,1.6
0.024399428,1.1,1.7
0.02395785,1.1,1.8
0.024120819,1.1,1.9
0.024431173,1.1,2
0.024455979,1.1,2.1
0.024399332,1.1,2.2
0.024946782,1.1,2.3
0.024472173,1.1,2.4
0.024245584,1.1,2.5
0.024496239,1.1,2.6
0.024884994,1.1,2.7
0.024831335,1.1,2.8
0.023991876,1.1,2.9
0.024226273,1.1,3
0.059026649,1.2,1.1
0.058553872,1.2,1.2
0.059073336,1.2,1.3
0.059935318,1.2,1.4
0.060594553,1.2,1.5
0.060171803,1.2,1.6
0.061105856,1.2,1.7
0.060046299,1.2,1.8
0.060749489,1.2,1.9
0.0602583,1.2,2
0.060686127,1.2,2.1
0.060289275,1.2,2.2
0.060307686,1.2,2.3
0.05975895,1.2,2.4
0.060451184,1.2,2.5
0.060142468,1.2,2.6
0.060279475,1.2,2.7
0.060642171,1.2,2.8
0.060006199,1.2,2.9
0.060775451,1.2,3
0.096192328,1.3,1.1
0.096319149,1.3,1.2
0.097815272,1.3,1.3
0.098817731,1.3,1.4
0.098575687,1.3,1.5
0.09823468,1.3,1.6
0.099280709,1.3,1.7
0.099962885,1.3,1.8
0.100816064,1.3,1.9
0.100155704,1.3,2
0.100947769,1.3,2.1
0.101111124,1.3,2.2
0.100562999,1.3,2.3
0.100586551,1.3,2.4
0.100935077,1.3,2.5
0.099994181,1.3,2.6
0.099539911,1.3,2.7
0.101151449,1.3,2.8
0.100624948,1.3,2.9
0.09995315,1.3,3
0.133933924,1.4,1.1
0.136744404,1.4,1.2
0.135611427,1.4,1.3
0.137644975,1.4,1.4
0.138958464,1.4,1.5
0.139953534,1.4,1.6
0.13929099,1.4,1.7
0.140944587,1.4,1.8
0.140881032,1.4,1.9
0.139928022,1.4,2
0.140593843,1.4,2.1
0.14017103,1.4,2.2
0.1419768,1.4,2.3
0.142762021,1.4,2.4
0.139379254,1.4,2.5
0.141182518,1.4,2.6
0.140201651,1.4,2.7
0.141588977,1.4,2.8
0.143452776,1.4,2.9
0.141307508,1.4,3
0.174753814,1.5,1.1
0.175622415,1.5,1.2
0.178337529,1.5,1.3
0.179908099,1.5,1.4
0.178897928,1.5,1.5
0.180621957,1.5,1.6
0.181580043,1.5,1.7
0.17985158,1.5,1.8
0.18272674,1.5,1.9
0.182156315,1.5,2
0.182696022,1.5,2.1
0.182787018,1.5,2.2
0.18193249,1.5,2.3
0.183226764,1.5,2.4
0.183538147,1.5,2.5
0.182540668,1.5,2.6
0.183366535,1.5,2.7
0.183132492,1.5,2.8
0.183819102,1.5,2.9
0.182361119,1.5,3
0.025538653,1.1,1.1
0.025447088,1.1,1.2
0.025432903,1.1,1.3
0.025779932,1.1,1.4
0.025364589,1.1,1.5
0.02643542,1.1,1.6
0.025866552,1.1,1.7
0.025683352,1.1,1.8
0.025728036,1.1,1.9
0.02581627,1.1,2
0.025452858,1.1,2.1
0.02605353,1.1,2.2
0.025855561,1.1,2.3
0.026044497,1.1,2.4
0.025695682,1.1,2.5
0.0261362,1.1,2.6
0.026001634,1.1,2.7
0.025553937,1.1,2.8
0.025360743,1.1,2.9
0.025674388,1.1,3
0.060572971,1.2,1.1
0.061764871,1.2,1.2
0.061972868,1.2,1.3
0.062643984,1.2,1.4
0.062606925,1.2,1.5
0.062801596,1.2,1.6
0.062514844,1.2,1.7
0.062539744,1.2,1.8
0.062627532,1.2,1.9
0.062079958,1.2,2
0.062113823,1.2,2.1
0.062969581,1.2,2.2
0.062826428,1.2,2.3
0.062919814,1.2,2.4
0.062455391,1.2,2.5
0.063687613,1.2,2.6
0.06245285,1.2,2.7
0.063749607,1.2,2.8
0.063117611,1.2,2.9
0.063043321,1.2,3
0.09770461,1.3,1.1
0.100327971,1.3,1.2
0.100220263,1.3,1.3
0.100825262,1.3,1.4
0.101255649,1.3,1.5
0.101395917,1.3,1.6
0.102784068,1.3,1.7
0.102418423,1.3,1.8
0.102338466,1.3,1.9
0.10348527,1.3,2
0.102931479,1.3,2.1
0.104239983,1.3,2.2
0.103122613,1.3,2.3
0.102930071,1.3,2.4
0.104615484,1.3,2.5
0.102539457,1.3,2.6
0.102336302,1.3,2.7
0.103449069,1.3,2.8
0.102549108,1.3,2.9
0.103846587,1.3,3
0.136540038,1.4,1.1
0.138366749,1.4,1.2
0.139421506,1.4,1.3
0.140280424,1.4,1.4
0.14078091,1.4,1.5
0.141900786,1.4,1.6
0.143013485,1.4,1.7
0.142356829,1.4,1.8
0.143939514,1.4,1.9
0.144620521,1.4,2
0.14380457,1.4,2.1
0.144360421,1.4,2.2
0.143057791,1.4,2.3
0.142603809,1.4,2.4
0.143362849,1.4,2.5
0.145559705,1.4,2.6
0.14278852,1.4,2.7
0.143929382,1.4,2.8
0.144210296,1.4,2.9
0.144537885,1.4,3
0.176199316,1.5,1.1
0.178853175,1.5,1.2
0.179698252,1.5,1.3
0.183467007,1.5,1.4
0.180533505,1.5,1.5
0.181826038,1.5,1.6
0.183522648,1.5,1.7
0.182745679,1.5,1.8
0.184417216,1.5,1.9
0.185561066,1.5,2
0.184091035,1.5,2.1
0.18508421,1.5,2.2
0.187331279,1.5,2.3
0.184396368,1.5,2.4
0.185532868,1.5,2.5
0.186584946,1.5,2.6
0.186487301,1.5,2.7
0.184519876,1.5,2.8
0.186737304,1.5,2.9
0.185782355,1.5,3
0.025592629,1.1,1.1
0.02532012,1.1,1.2
0.024911976,1.1,1.3
0.025386683,1.1,1.4
0.024961007,1.1,1.5
0.024883314,1.1,1.6
0.024891134,1.1,1.7
0.024978721,1.1,1.8
0.024913976,1.1,1.9
0.025073655,1.1,2
0.025316337,1.1,2.1
0.025443316,1.1,2.2
0.025602231,1.1,2.3
0.025713024,1.1,2.4
0.025107155,1.1,2.5
0.025037645,1.1,2.6
0.025119885,1.1,2.7
0.025117085,1.1,2.8
0.025535632,1.1,2.9
0.024906556,1.1,3
0.060007993,1.2,1.1
0.060246492,1.2,1.2
0.059361203,1.2,1.3
0.059982895,1.2,1.4
0.060017486,1.2,1.5
0.061623948,1.2,1.6
0.060780852,1.2,1.7
0.059882578,1.2,1.8
0.061464415,1.2,1.9
0.060524093,1.2,2
0.061709752,1.2,2.1
0.061071183,1.2,2.2
0.062413939,1.2,2.3
0.060738622,1.2,2.4
0.06127571,1.2,2.5
0.061785154,1.2,2.6
0.061767949,1.2,2.7
0.062007977,1.2,2.8
0.061167281,1.2,2.9
0.06181207,1.2,3
0.094399314,1.3,1.1
0.095818999,1.3,1.2
0.09642305,1.3,1.3
0.098664334,1.3,1.4
0.098302602,1.3,1.5
0.100617287,1.3,1.6
0.098522042,1.3,1.7
0.099546495,1.3,1.8
0.100464337,1.3,1.9
0.100987167,1.3,2
0.100393701,1.3,2.1
0.101587144,1.3,2.2
0.100708802,1.3,2.3
0.100419162,1.3,2.4
0.100353908,1.3,2.5
0.100631945,1.3,2.6
0.100726625,1.3,2.7
0.100060885,1.3,2.8
0.101348717,1.3,2.9
0.101507741,1.3,3
0.131779681,1.4,1.1
0.133556769,1.4,1.2
0.133737326,1.4,1.3
0.135785578,1.4,1.4
0.137115602,1.4,1.5
0.137077774,1.4,1.6
0.138858209,1.4,1.7
0.139197099,1.4,1.8
0.140174776,1.4,1.9
0.139321895,1.4,2
0.140239957,1.4,2.1
0.140159826,1.4,2.2
0.141502,1.4,2.3
0.141383859,1.4,2.4
0.140243776,1.4,2.5
0.139932493,1.4,2.6
0.141454969,1.4,2.7
0.140257852,1.4,2.8
0.142346514,1.4,2.9
0.139784963,1.4,3
0.170312898,1.5,1.1
0.171860835,1.5,1.2
0.174679291,1.5,1.3
0.17491368,1.5,1.4
0.176236866,1.5,1.5
0.178697591,1.5,1.6
0.178257438,1.5,1.7
0.17851496,1.5,1.8
0.179508642,1.5,1.9
0.180164961,1.5,2
0.178635683,1.5,2.1
0.179421637,1.5,2.2
0.179510969,1.5,2.3
0.181107174,1.5,2.4
0.181786699,1.5,2.5
0.179798427,1.5,2.6
0.182386167,1.5,2.7
0.18252755,1.5,2.8
0.181554929,1.5,2.9
0.18084394,1.5,3
0.026025943,1.1,1.1
0.026099834,1.1,1.2
0.026000702,1.1,1.3
0.025881283,1.1,1.4
0.025883828,1.1,1.5
0.02616185,1.1,1.6
0.026191399,1.1,1.7
0.025881962,1.1,1.8
0.025723969,1.1,1.9
0.02545073,1.1,2
0.026135931,1.1,2.1
0.026283339,1.1,2.2
0.025878298,1.1,2.3
0.025890749,1.1,2.4
0.026347323,1.1,2.5
0.026345966,1.1,2.6
0.026117509,1.1,2.7
0.025350276,1.1,2.8
0.026026079,1.1,2.9
0.026197913,1.1,3
0.060021,1.2,1.1
0.061327485,1.2,1.2
0.06105316,1.2,1.3
0.060019507,1.2,1.4
0.060828503,1.2,1.5
0.061677972,1.2,1.6
0.062054583,1.2,1.7
0.061411247,1.2,1.8
0.061351097,1.2,1.9
0.062398829,1.2,2
0.062958809,1.2,2.1
0.061764416,1.2,2.2
0.062579857,1.2,2.3
0.061896998,1.2,2.4
0.06138275,1.2,2.5
0.062978656,1.2,2.6
0.062527611,1.2,2.7
0.061493212,1.2,2.8
0.061982084,1.2,2.9
0.062210948,1.2,3
0.097139067,1.3,1.1
0.098801468,1.3,1.2
0.0987499,1.3,1.3
0.099514351,1.3,1.4
0.100446566,1.3,1.5
0.100602591,1.3,1.6
0.10115833,1.3,1.7
0.101002543,1.3,1.8
0.100996572,1.3,1.9
0.101665284,1.3,2
0.102015365,1.3,2.1
0.102839051,1.3,2.2
0.101992635,1.3,2.3
0.10217061,1.3,2.4
0.10357419,1.3,2.5
0.102696426,1.3,2.6
0.102912025,1.3,2.7
0.102085252,1.3,2.8
0.101803328,1.3,2.9
0.10246227,1.3,3
0.135127061,1.4,1.1
0.135953359,1.4,1.2
0.13801527,1.4,1.3
0.139944328,1.4,1.4
0.13952419,1.4,1.5
0.141557163,1.4,1.6
0.140552211,1.4,1.7
0.142320528,1.4,1.8
0.142350824,1.4,1.9
0.140890486,1.4,2
0.141441781,1.4,2.1
0.142649168,1.4,2.2
0.142365208,1.4,2.3
0.14382765,1.4,2.4
0.143083079,1.4,2.5
0.142710065,1.4,2.6
0.140753934,1.4,2.7
0.142393876,1.4,2.8
0.142911075,1.4,2.9
0.142620297,1.4,3
0.173834418,1.5,1.1
0.176667328,1.5,1.2
0.177539731,1.5,1.3
0.178469775,1.5,1.4
0.17886647,1.5,1.5
0.180503968,1.5,1.6
0.182809162,1.5,1.7
0.180730593,1.5,1.8
0.182904358,1.5,1.9
0.18334882,1.5,2
0.180860767,1.5,2.1
0.184725803,1.5,2.2
0.183110966,1.5,2.3
0.183466034,1.5,2.4
0.183719664,1.5,2.5
0.184874127,1.5,2.6
0.186280489,1.5,2.7
0.184220104,1.5,2.8
0.182850925,1.5,2.9
0.1815631,1.5,3
0.026093268,1.1,1.1
0.026158886,1.1,1.2
0.026533177,1.1,1.3
0.02580762,1.1,1.4
0.025872697,1.1,1.5
0.025530688,1.1,1.6
0.02606354,1.1,1.7
0.026127595,1.1,1.8
0.026523709,1.1,1.9
0.025904769,1.1,2
0.025931642,1.1,2.1
0.026118968,1.1,2.2
0.026113948,1.1,2.3
0.026052418,1.1,2.4
0.026178845,1.1,2.5
0.025622458,1.1,2.6
0.026121102,1.1,2.7
0.025897405,1.1,2.8
0.026220987,1.1,2.9
0.026130691,1.1,3
0.061037691,1.2,1.1
0.060604485,1.2,1.2
0.061302298,1.2,1.3
0.062271392,1.2,1.4
0.061024586,1.2,1.5
0.061072529,1.2,1.6
0.061892562,1.2,1.7
0.061711368,1.2,1.8
0.061960915,1.2,1.9
0.061653745,1.2,2
0.062238568,1.2,2.1
0.06376976,1.2,2.2
0.062568823,1.2,2.3
0.061897612,1.2,2.4
0.06252629,1.2,2.5
0.062022716,1.2,2.6
0.061749843,1.2,2.7
0.06257763,1.2,2.8
0.061731958,1.2,2.9
0.061992868,1.2,3
0.097616859,1.3,1.1
0.096747741,1.3,1.2
0.098867243,1.3,1.3
0.099209882,1.3,1.4
0.100024173,1.3,1.5
0.10054939,1.3,1.6
0.100741375,1.3,1.7
0.100196831,1.3,1.8
0.101101298,1.3,1.9
0.10088214,1.3,2
0.099684299,1.3,2.1
0.10101037,1.3,2.2
0.100526996,1.3,2.3
0.100279402,1.3,2.4
0.100953199,1.3,2.5
0.101530747,1.3,2.6
0.101388299,1.3,2.7
0.101666102,1.3,2.8
0.1000175,1.3,2.9
0.10036047,1.3,3
0.134051685,1.4,1.1
0.136621106,1.4,1.2
0.137070123,1.4,1.3
0.13766195,1.4,1.4
0.138036542,1.4,1.5
0.137786122,1.4,1.6
0.139063348,1.4,1.7
0.138580364,1.4,1.8
0.140209127,1.4,1.9
0.138840463,1.4,2
0.139731794,1.4,2.1
0.141448629,1.4,2.2
0.140771526,1.4,2.3
0.141495521,1.4,2.4
0.141727785,1.4,2.5
0.141367531,1.4,2.6
0.140244867,1.4,2.7
0.1400622,1.4,2.8
0.140966066,1.4,2.9
0.140271409,1.4,3
0.173572401,1.5,1.1
0.175087992,1.5,1.2
0.175891583,1.5,1.3
0.176316884,1.5,1.4
0.179632152,1.5,1.5
0.178300039,1.5,1.6
0.179015707,1.5,1.7
0.178807761,1.5,1.8
0.180010922,1.5,1.9
0.179139309,1.5,2
0.180770086,1.5,2.1
0.181272187,1.5,2.2
0.179571103,1.5,2.3
0.180585886,1.5,2.4
0.18049087,1.5,2.5
0.179618686,1.5,2.6
0.179175019,1.5,2.7
0.181858362,1.5,2.8
0.179429256,1.5,2.9
0.180755748,1.5,3
0.026175347,1.1,1.1
0.026452562,1.1,1.2
0.026262219,1.1,1.3
0.026200073,1.1,1.4
0.025822574,1.1,1.5
0.025906578,1.1,1.6
0.025678576,1.1,1.7
0.025835269,1.1,1.8
0.025548732,1.1,1.9
0.02582932,1.1,2
0.025918715,1.1,2.1
0.026215318,1.1,2.2
0.026251729,1.1,2.3
0.026066937,1.1,2.4
0.026064945,1.1,2.5
0.026044548,1.1,2.6
0.025691191,1.1,2.7
0.026415593,1.1,2.8
0.025938634,1.1,2.9
0.026143318,1.1,3
0.059865401,1.2,1.1
0.061136319,1.2,1.2
0.060587414,1.2,1.3
0.060558492,1.2,1.4
0.061287303,1.2,1.5
0.06061522,1.2,1.6
0.061164444,1.2,1.7
0.061458842,1.2,1.8
0.061419722,1.2,1.9
0.061664297,1.2,2
0.061730958,1.2,2.1
0.061763465,1.2,2.2
0.061952533,1.2,2.3
0.061244199,1.2,2.4
0.062341107,1.2,2.5
0.062160113,1.2,2.6
0.062257156,1.2,2.7
0.062286211,1.2,2.8
0.062282042,1.2,2.9
0.062225818,1.2,3
0.095938844,1.3,1.1
0.097460047,1.3,1.2
0.097609145,1.3,1.3
0.098234671,1.3,1.4
0.097364703,1.3,1.5
0.098844369,1.3,1.6
0.099061695,1.3,1.7
0.09972674,1.3,1.8
0.09942772,1.3,1.9
0.100413323,1.3,2
0.099725518,1.3,2.1
0.100392395,1.3,2.2
0.101043072,1.3,2.3
0.100038241,1.3,2.4
0.100587784,1.3,2.5
0.100994869,1.3,2.6
0.099233102,1.3,2.7
0.099580776,1.3,2.8
0.099806706,1.3,2.9
0.100750241,1.3,3
0.133278292,1.4,1.1
0.135330341,1.4,1.2
0.135879858,1.4,1.3
0.134937306,1.4,1.4
0.13687457,1.4,1.5
0.137824106,1.4,1.6
0.137469023,1.4,1.7
0.137289064,1.4,1.8
0.138132023,1.4,1.9
0.138162591,1.4,2
0.139908556,1.4,2.1
0.139991073,1.4,2.2
0.138500067,1.4,2.3
0.138863888,1.4,2.4
0.138615409,1.4,2.5
0.140349901,1.4,2.6
0.139527764,1.4,2.7
0.140322732,1.4,2.8
0.139974952,1.4,2.9
0.141396853,1.4,3
0.170969902,1.5,1.1
0.172490361,1.5,1.2
0.174323942,1.5,1.3
0.175442973,1.5,1.4
0.173894973,1.5,1.5
0.178158314,1.5,1.6
0.178116644,1.5,1.7
0.17717712,1.5,1.8
0.177613658,1.5,1.9
0.177998115,1.5,2
0.177921043,1.5,2.1
0.178616603,1.5,2.2
0.179518866,1.5,2.3
0.178762222,1.5,2.4
0.178693383,1.5,2.5
0.179726498,1.5,2.6
0.179666955,1.5,2.7
0.180433983,1.5,2.8
0.180028359,1.5,2.9
0.179660634,1.5,3
0.023157963,1.1,1.1
0.022910172,1.1,1.2
0.022892203,1.1,1.3
0.022302024,1.1,1.4
0.02239705,1.1,1.5
0.022540279,1.1,1.6
0.022357586,1.1,1.7
0.022625707,1.1,1.8
0.022516024,1.1,1.9
0.022386318,1.1,2
0.022236128,1.1,2.1
0.022295094,1.1,2.2
0.022264891,1.1,2.3
0.021983738,1.1,2.4
0.022180628,1.1,2.5
0.022287674,1.1,2.6
0.022133958,1.1,2.7
0.022293776,1.1,2.8
0.022284515,1.1,2.9
0.021958226,1.1,3
0.054732727,1.2,1.1
0.054849002,1.2,1.2
0.054502996,1.2,1.3
0.054928543,1.2,1.4
0.054769339,1.2,1.5
0.054840141,1.2,1.6
0.055154717,1.2,1.7
0.055051442,1.2,1.8
0.054620376,1.2,1.9
0.054688541,1.2,2
0.055871075,1.2,2.1
0.055384937,1.2,2.2
0.055159745,1.2,2.3
0.054831064,1.2,2.4
0.055516576,1.2,2.5
0.055636776,1.2,2.6
0.054935013,1.2,2.7
0.055481497,1.2,2.8
0.055196204,1.2,2.9
0.054992967,1.2,3
0.089569741,1.3,1.1
0.088591271,1.3,1.2
0.088859423,1.3,1.3
0.090104357,1.3,1.4
0.090708764,1.3,1.5
0.090576053,1.3,1.6
0.090850276,1.3,1.7
0.092036766,1.3,1.8
0.09172866,1.3,1.9
0.090740991,1.3,2
0.091704283,1.3,2.1
0.091821079,1.3,2.2
0.092031001,1.3,2.3
0.092593,1.3,2.4
0.091253132,1.3,2.5
0.091685394,1.3,2.6
0.09214789,1.3,2.7
0.09123458,1.3,2.8
0.091933001,1.3,2.9
0.091325589,1.3,3
0.124000649,1.4,1.1
0.123679204,1.4,1.2
0.12496624,1.4,1.3
0.12707346,1.4,1.4
0.126750574,1.4,1.5
0.127025319,1.4,1.6
0.12820077,1.4,1.7
0.127633221,1.4,1.8
0.127077508,1.4,1.9
0.127822292,1.4,2
0.128440681,1.4,2.1
0.129846046,1.4,2.2
0.131198211,1.4,2.3
0.129422861,1.4,2.4
0.128833571,1.4,2.5
0.128449052,1.4,2.6
0.129268378,1.4,2.7
0.128094184,1.4,2.8
0.129899401,1.4,2.9
0.128225669,1.4,3
0.158424902,1.5,1.1
0.159253581,1.5,1.2
0.160324716,1.5,1.3
0.162556093,1.5,1.4
0.163367845,1.5,1.5
0.16401052,1.5,1.6
0.163817034,1.5,1.7
0.164578038,1.5,1.8
0.165927167,1.5,1.9
0.164912883,1.5,2
0.165153008,1.5,2.1
0.166211325,1.5,2.2
0.166768633,1.5,2.3
0.166568677,1.5,2.4
0.163664146,1.5,2.5
0.166700131,1.5,2.6
0.166343607,1.5,2.7
0.165869643,1.5,2.8
0.167933659,1.5,2.9
0.166189554,1.5,3
0.022950963,1.1,1.1
0.023044028,1.1,1.2
0.022690161,1.1,1.3
0.022900128,1.1,1.4
0.023224071,1.1,1.5
0.022973019,1.1,1.6
0.022668509,1.1,1.7
0.022656305,1.1,1.8
0.023412048,1.1,1.9
0.022725027,1.1,2
0.023124181,1.1,2.1
0.022939297,1.1,2.2
0.022995915,1.1,2.3
0.022710099,1.1,2.4
0.022992654,1.1,2.5
0.022762851,1.1,2.6
0.022122227,1.1,2.7
0.022767356,1.1,2.8
0.022700181,1.1,2.9
0.022700719,1.1,3
0.055361969,1.2,1.1
0.055531858,1.2,1.2
0.05518475,1.2,1.3
0.056525171,1.2,1.4
0.055385537,1.2,1.5
0.056521506,1.2,1.6
0.056176315,1.2,1.7
0.056164211,1.2,1.8
0.056769095,1.2,1.9
0.056643855,1.2,2
0.056677712,1.2,2.1
0.057363254,1.2,2.2
0.056687966,1.2,2.3
0.056194403,1.2,2.4
0.057337769,1.2,2.5
0.056962956,1.2,2.6
0.056083553,1.2,2.7
0.056591103,1.2,2.8
0.056340018,1.2,2.9
0.056806684,1.2,3
0.09073153,1.3,1.1
0.090867898,1.3,1.2
0.090934704,1.3,1.3
0.092648156,1.3,1.4
0.091534108,1.3,1.5
0.093513539,1.3,1.6
0.093638208,1.3,1.7
0.094028856,1.3,1.8
0.093717453,1.3,1.9
0.094196929,1.3,2
0.09441409,1.3,2.1
0.093879879,1.3,2.2
0.093723169,1.3,2.3
0.095501544,1.3,2.4
0.094657443,1.3,2.5
0.093939221,1.3,2.6
0.093836339,1.3,2.7
0.09510165,1.3,2.8
0.094510651,1.3,2.9
0.095342985,1.3,3
0.12642221,1.4,1.1
0.127763135,1.4,1.2
0.128644152,1.4,1.3
0.130334001,1.4,1.4
0.129602869,1.4,1.5
0.131688342,1.4,1.6
0.131029193,1.4,1.7
0.130779587,1.4,1.8
0.130614136,1.4,1.9
0.131822155,1.4,2
0.132839441,1.4,2.1
0.133670093,1.4,2.2
0.132183956,1.4,2.3
0.133141496,1.4,2.4
0.131415369,1.4,2.5
0.132643427,1.4,2.6
0.133337812,1.4,2.7
0.131977352,1.4,2.8
0.131352161,1.4,2.9
0.132705963,1.4,3
0.162177207,1.5,1.1
0.164711796,1.5,1.2
0.165471373,1.5,1.3
0.167661711,1.5,1.4
0.167151539,1.5,1.5
0.169580422,1.5,1.6
0.169681253,1.5,1.7
0.170319086,1.5,1.8
0.17083373,1.5,1.9
0.170045138,1.5,2
0.171564156,1.5,2.1
0.171201717,1.5,2.2
0.172078229,1.5,2.3
0.171770021,1.5,2.4
0.172565606,1.5,2.5
0.16974204,1.5,2.6
0.170291482,1.5,2.7
0.171338085,1.5,2.8
0.171136794,1.5,2.9
0.170788912,1.5,3
0.023135463,1.1,1.1
0.023924973,1.1,1.2
0.023574463,1.1,1.3
0.023414544,1.1,1.4
0.023713226,1.1,1.5
0.023364499,1.1,1.6
0.02319222,1.1,1.7
0.023288141,1.1,1.8
0.023455074,1.1,1.9
0.023201471,1.1,2
0.023298074,1.1,2.1
0.023373749,1.1,2.2
0.023694876,1.1,2.3
0.023345693,1.1,2.4
0.02366682,1.1,2.5
0.023743823,1.1,2.6
0.023487641,1.1,2.7
0.023376972,1.1,2.8
0.023211973,1.1,2.9
0.023479566,1.1,3
0.0565391,1.2,1.1
0.05689723,1.2,1.2
0.057340628,1.2,1.3
0.057448719,1.2,1.4
0.057508925,1.2,1.5
0.058334301,1.2,1.6
0.0582838,1.2,1.7
0.058598747,1.2,1.8
0.05891923,1.2,1.9
0.059141744,1.2,2
0.05796783,1.2,2.1
0.059718672,1.2,2.2
0.060094433,1.2,2.3
0.059131772,1.2,2.4
0.058290928,1.2,2.5
0.058191898,1.2,2.6
0.058935532,1.2,2.7
0.059180264,1.2,2.8
0.058751159,1.2,2.9
0.059098105,1.2,3
0.093619354,1.3,1.1
0.095080424,1.3,1.2
0.094457506,1.3,1.3
0.095611098,1.3,1.4
0.09546498,1.3,1.5
0.096059577,1.3,1.6
0.096737696,1.3,1.7
0.09559199,1.3,1.8
0.096445535,1.3,1.9
0.096925178,1.3,2
0.097426508,1.3,2.1
0.098565238,1.3,2.2
0.096996304,1.3,2.3
0.097461426,1.3,2.4
0.097731104,1.3,2.5
0.097661799,1.3,2.6
0.096884459,1.3,2.7
0.097242286,1.3,2.8
0.099086851,1.3,2.9
0.097757492,1.3,3
0.130532068,1.4,1.1
0.13188228,1.4,1.2
0.134090776,1.4,1.3
0.133129063,1.4,1.4
0.131839627,1.4,1.5
0.135906488,1.4,1.6
0.134172214,1.4,1.7
0.137342839,1.4,1.8
0.137070393,1.4,1.9
0.133902232,1.4,2
0.137428068,1.4,2.1
0.138477323,1.4,2.2
0.137363502,1.4,2.3
0.138037754,1.4,2.4
0.138295793,1.4,2.5
0.136574637,1.4,2.6
0.138346332,1.4,2.7
0.139823932,1.4,2.8
0.138916512,1.4,2.9
0.137632346,1.4,3
0.168262121,1.5,1.1
0.171970738,1.5,1.2
0.174731898,1.5,1.3
0.174299495,1.5,1.4
0.175477352,1.5,1.5
0.178367797,1.5,1.6
0.176195205,1.5,1.7
0.17791803,1.5,1.8
0.178559373,1.5,1.9
0.179067906,1.5,2
0.179651167,1.5,2.1
0.178951474,1.5,2.2
0.179554033,1.5,2.3
0.17959096,1.5,2.4
0.178112905,1.5,2.5
0.178713226,1.5,2.6
0.179394417,1.5,2.7
0.17894355,1.5,2.8
0.178546104,1.5,2.9
0.180495006,1.5,3
0.024159516,1.1,1.1
0.024635716,1.1,1.2
0.024782554,1.1,1.3
0.024429123,1.1,1.4
0.024143396,1.1,1.5
0.024411318,1.1,1.6
0.024019895,1.1,1.7
0.024241838,1.1,1.8
0.02475156,1.1,1.9
0.024482209,1.1,2
0.024315147,1.1,2.1
0.024802081,1.1,2.2
0.024282358,1.1,2.3
0.024539545,1.1,2.4
0.024712689,1.1,2.5
0.0243882,1.1,2.6
0.02461465,1.1,2.7
0.024170361,1.1,2.8
0.02431185,1.1,2.9
0.024947344,1.1,3
0.057529706,1.2,1.1
0.058299142,1.2,1.2
0.058999117,1.2,1.3
