CarWaitTime,carFlex,ReqFlex
0.123518376,1.4,1.4
0.124059472,1.4,1.5
0.12628071,1.4,1.6
0.125505069,1.4,1.7
0.124166506,1.4,1.8
0.12627396,1.4,1.9
0.126031539,1.4,2
0.125494906,1.4,2.1
0.126304225,1.4,2.2
0.126580661,1.4,2.3
0.127937826,1.4,2.4
0.125005527,1.4,2.5
0.12627711,1.4,2.6
0.127165523,1.4,2.7
0.126525793,1.4,2.8
0.127548205,1.4,2.9
0.125720788,1.4,3
0.157237336,1.5,1.1
0.156263678,1.5,1.2
0.15773564,1.5,1.3
0.160487924,1.5,1.4
0.161134929,1.5,1.5
0.163368506,1.5,1.6
0.163570085,1.5,1.7
0.163778565,1.5,1.8
0.161022644,1.5,1.9
0.162209507,1.5,2
0.162364396,1.5,2.1
0.162616004,1.5,2.2
0.163432449,1.5,2.3
0.165855079,1.5,2.4
0.16379713,1.5,2.5
0.163236307,1.5,2.6
0.16365008,1.5,2.7
0.161880004,1.5,2.8
0.162612442,1.5,2.9
0.162142789,1.5,3
0.021244251,1.1,1.1
0.021261813,1.1,1.2
0.021183012,1.1,1.3
0.020874795,1.1,1.4
0.020996815,1.1,1.5
0.021218862,1.1,1.6
0.020867427,1.1,1.7
0.02115602,1.1,1.8
0.02143167,1.1,1.9
0.021274985,1.1,2
0.020885905,1.1,2.1
0.020599794,1.1,2.2
0.020778089,1.1,2.3
0.020597656,1.1,2.4
0.021055343,1.1,2.5
0.020757014,1.1,2.6
0.020559248,1.1,2.7
0.021241426,1.1,2.8
0.020479493,1.1,2.9
0.020278787,1.1,3
0.050842314,1.2,1.1
0.051514337,1.2,1.2
0.051723671,1.2,1.3
0.052470103,1.2,1.4
0.052539741,1.2,1.5
0.052663287,1.2,1.6
0.052769921,1.2,1.7
0.053042593,1.2,1.8
0.052631561,1.2,1.9
0.052626979,1.2,2
0.052204379,1.2,2.1
0.052239618,1.2,2.2
0.052342242,1.2,2.3
0.052352283,1.2,2.4
0.052155052,1.2,2.5
0.052530425,1.2,2.6
0.053459658,1.2,2.7
0.052532792,1.2,2.8
0.051622459,1.2,2.9
0.051990769,1.2,3
0.084720825,1.3,1.1
0.085416861,1.3,1.2
0.0868344,1.3,1.3
0.086962718,1.3,1.4
0.086847953,1.3,1.5
0.087386655,1.3,1.6
0.088000722,1.3,1.7
0.088885705,1.3,1.8
0.08806448,1.3,1.9
0.088761891,1.3,2
0.08753349,1.3,2.1
0.088770443,1.3,2.2
0.088618645,1.3,2.3
0.088112127,1.3,2.4
0.087626341,1.3,2.5
0.08990313,1.3,2.6
0.088662054,1.3,2.7
0.087256924,1.3,2.8
0.089147535,1.3,2.9
0.087628632,1.3,3
0.11996621,1.4,1.1
0.119042629,1.4,1.2
0.120207233,1.4,1.3
0.121897711,1.4,1.4
0.122795216,1.4,1.5
0.122737146,1.4,1.6
0.122935943,1.4,1.7
0.124093255,1.4,1.8
0.124972435,1.4,1.9
0.124980834,1.4,2
0.125348076,1.4,2.1
0.124642991,1.4,2.2
0.125114651,1.4,2.3
0.12410509,1.4,2.4
0.123829898,1.4,2.5
0.12557837,1.4,2.6
0.124095851,1.4,2.7
0.125304704,1.4,2.8
0.12434932,1.4,2.9
0.125301001,1.4,3
0.153467858,1.5,1.1
0.156013731,1.5,1.2
0.157019206,1.5,1.3
0.159677248,1.5,1.4
0.161783645,1.5,1.5
0.157818516,1.5,1.6
0.160172311,1.5,1.7
0.161664603,1.5,1.8
0.161228182,1.5,1.9
0.1603587,1.5,2
0.160423566,1.5,2.1
0.161099749,1.5,2.2
0.163310909,1.5,2.3
0.162380455,1.5,2.4
0.159511819,1.5,2.5
0.162240224,1.5,2.6
0.162303181,1.5,2.7
0.161641963,1.5,2.8
0.161931816,1.5,2.9
0.162135271,1.5,3
0.019341537,1.1,1.1
0.019416125,1.1,1.2
0.01943862,1.1,1.3
0.019573316,1.1,1.4
0.019238306,1.1,1.5
0.019312621,1.1,1.6
0.01950278,1.1,1.7
0.019435706,1.1,1.8
0.019293451,1.1,1.9
0.019242177,1.1,2
0.019520084,1.1,2.1
0.019515576,1.1,2.2
0.019315399,1.1,2.3
0.019624544,1.1,2.4
0.019624908,1.1,2.5
0.019297094,1.1,2.6
0.01917237,1.1,2.7
0.019053475,1.1,2.8
0.018944461,1.1,2.9
0.019162762,1.1,3
0.048160154,1.2,1.1
0.050229955,1.2,1.2
0.048640788,1.2,1.3
0.049494,1.2,1.4
0.049478608,1.2,1.5
0.051440717,1.2,1.6
0.050314516,1.2,1.7
0.050002183,1.2,1.8
0.049758155,1.2,1.9
0.050713185,1.2,2
0.050565238,1.2,2.1
0.050367019,1.2,2.2
0.050770698,1.2,2.3
0.050773794,1.2,2.4
0.050432227,1.2,2.5
0.050910403,1.2,2.6
0.050469567,1.2,2.7
0.050589327,1.2,2.8
0.050301675,1.2,2.9
0.04945534,1.2,3
0.082178046,1.3,1.1
0.083204523,1.3,1.2
0.082692924,1.3,1.3
0.084945416,1.3,1.4
0.08406247,1.3,1.5
0.085472225,1.3,1.6
0.084831394,1.3,1.7
0.086033321,1.3,1.8
0.085681236,1.3,1.9
0.084418973,1.3,2
0.086175713,1.3,2.1
0.085035032,1.3,2.2
0.086322931,1.3,2.3
0.086549201,1.3,2.4
0.085729367,1.3,2.5
0.085166996,1.3,2.6
0.084329813,1.3,2.7
0.086551068,1.3,2.8
0.086196477,1.3,2.9
0.086348432,1.3,3
0.116954662,1.4,1.1
0.115618449,1.4,1.2
0.118730938,1.4,1.3
0.119373408,1.4,1.4
0.120251345,1.4,1.5
0.120672236,1.4,1.6
0.120281536,1.4,1.7
0.121340434,1.4,1.8
0.121543343,1.4,1.9
0.12170659,1.4,2
0.121357191,1.4,2.1
0.122186587,1.4,2.2
0.122239364,1.4,2.3
0.124353699,1.4,2.4
0.123205414,1.4,2.5
0.122988115,1.4,2.6
0.12225439,1.4,2.7
0.123318616,1.4,2.8
0.120762398,1.4,2.9
0.124411576,1.4,3
0.15166261,1.5,1.1
0.15440152,1.5,1.2
0.155549806,1.5,1.3
0.157328768,1.5,1.4
0.15967256,1.5,1.5
0.160073643,1.5,1.6
0.159605485,1.5,1.7
0.162697529,1.5,1.8
0.162389203,1.5,1.9
0.158436253,1.5,2
0.162136933,1.5,2.1
0.163293552,1.5,2.2
0.164766055,1.5,2.3
0.162441433,1.5,2.4
0.161683848,1.5,2.5
0.162437426,1.5,2.6
0.161477979,1.5,2.7
0.161203304,1.5,2.8
0.163674143,1.5,2.9
0.160756003,1.5,3
0.019460068,1.1,1.1
0.019279243,1.1,1.2
0.019576731,1.1,1.3
0.019328149,1.1,1.4
0.019160531,1.1,1.5
0.019564619,1.1,1.6
0.019773038,1.1,1.7
0.01904587,1.1,1.8
0.019582104,1.1,1.9
0.019729414,1.1,2
0.019139129,1.1,2.1
0.019462754,1.1,2.2
0.019118546,1.1,2.3
0.019974581,1.1,2.4
0.019677594,1.1,2.5
0.019940474,1.1,2.6
0.019580829,1.1,2.7
0.019425187,1.1,2.8
0.019681692,1.1,2.9
0.019339943,1.1,3
0.049202568,1.2,1.1
0.049542131,1.2,1.2
0.049940209,1.2,1.3
0.049593405,1.2,1.4
0.049744358,1.2,1.5
0.050049086,1.2,1.6
0.050393931,1.2,1.7
0.050378085,1.2,1.8
0.049962704,1.2,1.9
0.049740123,1.2,2
0.049878553,1.2,2.1
0.051158165,1.2,2.2
0.05008975,1.2,2.3
0.050662731,1.2,2.4
0.050946057,1.2,2.5
0.051171644,1.2,2.6
0.050809267,1.2,2.7
0.049912158,1.2,2.8
0.049989024,1.2,2.9
0.049782335,1.2,3
0.08097325,1.3,1.1
0.084405676,1.3,1.2
0.084240152,1.3,1.3
0.084600116,1.3,1.4
0.08485439,1.3,1.5
0.085184664,1.3,1.6
0.085202195,1.3,1.7
0.083725047,1.3,1.8
0.084881802,1.3,1.9
0.086665728,1.3,2
0.085645945,1.3,2.1
0.08570883,1.3,2.2
0.086099759,1.3,2.3
0.086136188,1.3,2.4
0.085024467,1.3,2.5
0.086432309,1.3,2.6
0.086680208,1.3,2.7
0.085012309,1.3,2.8
0.085596311,1.3,2.9
0.085183935,1.3,3
0.115744038,1.4,1.1
0.117647996,1.4,1.2
0.120116877,1.4,1.3
0.118197618,1.4,1.4
0.121124638,1.4,1.5
0.12261021,1.4,1.6
0.122396646,1.4,1.7
0.120980061,1.4,1.8
0.12227643,1.4,1.9
0.122644317,1.4,2
0.123415426,1.4,2.1
0.123286787,1.4,2.2
0.121689423,1.4,2.3
0.123499714,1.4,2.4
0.122623006,1.4,2.5
0.122919446,1.4,2.6
0.122210084,1.4,2.7
0.12159448,1.4,2.8
0.123010974,1.4,2.9
0.122804468,1.4,3
0.152433583,1.5,1.1
0.153964191,1.5,1.2
0.155987818,1.5,1.3
0.156052616,1.5,1.4
0.157580355,1.5,1.5
0.158631057,1.5,1.6
0.160200188,1.5,1.7
0.159575022,1.5,1.8
0.161408582,1.5,1.9
0.159612407,1.5,2
0.163007675,1.5,2.1
0.162233697,1.5,2.2
0.165735702,1.5,2.3
0.162506914,1.5,2.4
0.16075837,1.5,2.5
0.163691857,1.5,2.6
0.16002879,1.5,2.7
0.161016697,1.5,2.8
0.160740019,1.5,2.9
0.162539063,1.5,3
0.023051048,1.1,1.1
0.022788717,1.1,1.2
0.023179698,1.1,1.3
0.023074093,1.1,1.4
0.022915547,1.1,1.5
0.022351566,1.1,1.6
0.022913488,1.1,1.7
0.023471964,1.1,1.8
0.02300171,1.1,1.9
0.022883315,1.1,2
0.023486021,1.1,2.1
0.023224126,1.1,2.2
0.023400571,1.1,2.3
0.022186922,1.1,2.4
0.023437,1.1,2.5
0.023021033,1.1,2.6
0.022818415,1.1,2.7
0.022895629,1.1,2.8
0.023119867,1.1,2.9
0.022598533,1.1,3
0.055262747,1.2,1.1
0.055401376,1.2,1.2
0.055821144,1.2,1.3
0.05710385,1.2,1.4
0.056889511,1.2,1.5
0.056734726,1.2,1.6
0.057294509,1.2,1.7
0.05677658,1.2,1.8
0.057431713,1.2,1.9
0.056941819,1.2,2
0.05651132,1.2,2.1
0.056991513,1.2,2.2
0.05814929,1.2,2.3
0.057934674,1.2,2.4
0.058126957,1.2,2.5
0.057407202,1.2,2.6
0.056267996,1.2,2.7
0.055994579,1.2,2.8
0.057529913,1.2,2.9
0.057272176,1.2,3
0.090354733,1.3,1.1
0.091670898,1.3,1.2
0.093406514,1.3,1.3
0.092931548,1.3,1.4
0.092497367,1.3,1.5
0.094421267,1.3,1.6
0.094747467,1.3,1.7
0.09423231,1.3,1.8
0.09473151,1.3,1.9
0.095353698,1.3,2
0.095037951,1.3,2.1
0.095194953,1.3,2.2
0.096324537,1.3,2.3
0.095457402,1.3,2.4
0.094998077,1.3,2.5
0.096353998,1.3,2.6
0.096385873,1.3,2.7
0.09673702,1.3,2.8
0.096766401,1.3,2.9
0.09561484,1.3,3
0.125853697,1.4,1.1
0.127622812,1.4,1.2
0.129149515,1.4,1.3
0.131353089,1.4,1.4
0.132352439,1.4,1.5
0.133030498,1.4,1.6
0.131693227,1.4,1.7
0.132195436,1.4,1.8
0.134222527,1.4,1.9
0.133062176,1.4,2
0.13422609,1.4,2.1
0.134568723,1.4,2.2
0.134745722,1.4,2.3
0.136723474,1.4,2.4
0.135911537,1.4,2.5
0.135606244,1.4,2.6
0.136299073,1.4,2.7
0.136139418,1.4,2.8
0.135253831,1.4,2.9
0.135024564,1.4,3
0.164122591,1.5,1.1
0.165565784,1.5,1.2
0.167985201,1.5,1.3
0.171010889,1.5,1.4
0.169666253,1.5,1.5
0.171452752,1.5,1.6
0.173013033,1.5,1.7
0.174573274,1.5,1.8
0.173822356,1.5,1.9
0.172578138,1.5,2
0.174646132,1.5,2.1
0.176872554,1.5,2.2
0.17530467,1.5,2.3
0.176282637,1.5,2.4
0.174380278,1.5,2.5
0.174479191,1.5,2.6
0.176475396,1.5,2.7
0.173268235,1.5,2.8
0.17550317,1.5,2.9
0.173633795,1.5,3
0.024694523,1.1,1.1
0.025080393,1.1,1.2
0.024836841,1.1,1.3
0.024988084,1.1,1.4
0.025034996,1.1,1.5
0.025170445,1.1,1.6
0.025149329,1.1,1.7
0.025113733,1.1,1.8
0.025179537,1.1,1.9
0.025264336,1.1,2
0.025081369,1.1,2.1
0.024845867,1.1,2.2
0.024803636,1.1,2.3
0.025134175,1.1,2.4
0.024637171,1.1,2.5
0.02491541,1.1,2.6
0.025025903,1.1,2.7
0.02497,1.1,2.8
0.025048635,1.1,2.9
0.024874795,1.1,3
0.059424456,1.2,1.1
0.059523399,1.2,1.2
0.059985041,1.2,1.3
0.060568392,1.2,1.4
0.060357777,1.2,1.5
0.059701785,1.2,1.6
0.060422875,1.2,1.7
0.060902939,1.2,1.8
0.060796722,1.2,1.9
0.060043572,1.2,2
0.060839828,1.2,2.1
0.061292378,1.2,2.2
0.060513162,1.2,2.3
0.062006328,1.2,2.4
0.061294938,1.2,2.5
0.061064723,1.2,2.6
0.061211857,1.2,2.7
0.061983529,1.2,2.8
0.061008684,1.2,2.9
0.060261495,1.2,3
0.096718884,1.3,1.1
0.097280581,1.3,1.2
0.097972304,1.3,1.3
0.097244749,1.3,1.4
0.098820053,1.3,1.5
0.100184977,1.3,1.6
0.099563302,1.3,1.7
0.098381276,1.3,1.8
0.099529928,1.3,1.9
0.100197741,1.3,2
0.100090985,1.3,2.1
0.099549292,1.3,2.2
0.101007906,1.3,2.3
0.099929976,1.3,2.4
0.09979877,1.3,2.5
0.100466011,1.3,2.6
0.101170599,1.3,2.7
0.101274458,1.3,2.8
0.099611662,1.3,2.9
0.099820492,1.3,3
0.132998123,1.4,1.1
0.13398526,1.4,1.2
0.136490382,1.4,1.3
0.135392987,1.4,1.4
0.135708944,1.4,1.5
0.138906059,1.4,1.6
0.138236765,1.4,1.7
0.139165102,1.4,1.8
0.14100871,1.4,1.9
0.139154258,1.4,2
0.140220805,1.4,2.1
0.139594449,1.4,2.2
0.138656985,1.4,2.3
0.141030903,1.4,2.4
0.14009647,1.4,2.5
0.140830694,1.4,2.6
0.141082327,1.4,2.7
0.140569967,1.4,2.8
0.140528713,1.4,2.9
0.14023175,1.4,3
0.170231495,1.5,1.1
0.172821517,1.5,1.2
0.173906586,1.5,1.3
0.173416217,1.5,1.4
0.176655328,1.5,1.5
0.177928988,1.5,1.6
0.178103468,1.5,1.7
0.178249996,1.5,1.8
0.180018437,1.5,1.9
0.179837356,1.5,2
0.17858397,1.5,2.1
0.180703122,1.5,2.2
0.17961977,1.5,2.3
0.180644726,1.5,2.4
0.182056192,1.5,2.5
0.181219893,1.5,2.6
0.180443944,1.5,2.7
0.179212852,1.5,2.8
0.179893226,1.5,2.9
0.181852076,1.5,3
0.025043247,1.1,1.1
0.025082514,1.1,1.2
0.024892812,1.1,1.3
0.025245477,1.1,1.4
0.024480809,1.1,1.5
0.024674754,1.1,1.6
0.025439725,1.1,1.7
0.025025129,1.1,1.8
0.024681961,1.1,1.9
0.025230996,1.1,2
0.024828355,1.1,2.1
0.025400559,1.1,2.2
0.025101744,1.1,2.3
0.024872202,1.1,2.4
0.025043011,1.1,2.5
0.024811112,1.1,2.6
0.024983976,1.1,2.7
0.025090294,1.1,2.8
0.025293096,1.1,2.9
0.024968215,1.1,3
0.059690638,1.2,1.1
0.059921459,1.2,1.2
0.059670466,1.2,1.3
0.059922301,1.2,1.4
0.060755737,1.2,1.5
0.060137901,1.2,1.6
0.060954599,1.2,1.7
0.060709869,1.2,1.8
0.062088096,1.2,1.9
0.060992789,1.2,2
0.06076089,1.2,2.1
0.061498346,1.2,2.2
0.061708894,1.2,2.3
0.060787225,1.2,2.4
0.060926176,1.2,2.5
0.061445406,1.2,2.6
0.061254088,1.2,2.7
0.061956857,1.2,2.8
0.061402603,1.2,2.9
0.061817031,1.2,3
0.095912828,1.3,1.1
0.096550264,1.3,1.2
0.09787518,1.3,1.3
0.097803381,1.3,1.4
0.098775869,1.3,1.5
0.099243809,1.3,1.6
0.099564211,1.3,1.7
0.099492142,1.3,1.8
0.100504571,1.3,1.9
0.100355416,1.3,2
0.100488372,1.3,2.1
0.101089606,1.3,2.2
0.100235795,1.3,2.3
0.100300893,1.3,2.4
0.100865149,1.3,2.5
0.099822883,1.3,2.6
0.100356426,1.3,2.7
0.100657363,1.3,2.8
0.100426238,1.3,2.9
0.099981367,1.3,3
0.131908709,1.4,1.1
0.134527289,1.4,1.2
0.136055513,1.4,1.3
0.137864298,1.4,1.4
0.135822536,1.4,1.5
0.137110441,1.4,1.6
0.138215751,1.4,1.7
0.139958732,1.4,1.8
0.138437883,1.4,1.9
0.140290819,1.4,2
0.140346757,1.4,2.1
0.138779636,1.4,2.2
0.139670862,1.4,2.3
0.139112297,1.4,2.4
0.140730842,1.4,2.5
0.140396801,1.4,2.6
0.139948561,1.4,2.7
0.140332107,1.4,2.8
0.139809038,1.4,2.9
0.14064665,1.4,3
0.170137166,1.5,1.1
0.172454877,1.5,1.2
0.174900459,1.5,1.3
0.174850314,1.5,1.4
0.174945788,1.5,1.5
0.175750329,1.5,1.6
0.176591645,1.5,1.7
0.176287273,1.5,1.8
0.180062688,1.5,1.9
0.178639099,1.5,2
0.178019478,1.5,2.1
0.180920742,1.5,2.2
0.180773776,1.5,2.3
0.180182039,1.5,2.4
0.181457114,1.5,2.5
0.181301257,1.5,2.6
0.178198268,1.5,2.7
0.181967554,1.5,2.8
0.177267675,1.5,2.9
0.180721476,1.5,3
0.024696375,1.1,1.1
0.024909112,1.1,1.2
0.024647981,1.1,1.3
0.02520008,1.1,1.4
0.024751134,1.1,1.5
0.025132592,1.1,1.6
0.025130133,1.1,1.7
0.024977813,1.1,1.8
0.024828523,1.1,1.9
0.024756724,1.1,2
0.025307914,1.1,2.1
0.025363481,1.1,2.2
0.025152427,1.1,2.3
0.02482492,1.1,2.4
0.024968821,1.1,2.5
0.024877557,1.1,2.6
0.024779052,1.1,2.7
0.025128113,1.1,2.8
0.02487786,1.1,2.9
0.024721599,1.1,3
0.059718017,1.2,1.1
0.059998815,1.2,1.2
0.059778535,1.2,1.3
0.060559434,1.2,1.4
0.060864884,1.2,1.5
0.061106145,1.2,1.6
0.060430923,1.2,1.7
0.060791603,1.2,1.8
0.061115474,1.2,1.9
0.061675891,1.2,2
0.060758667,1.2,2.1
0.062194683,1.2,2.2
0.061255199,1.2,2.3
0.06071913,1.2,2.4
0.061461234,1.2,2.5
0.061945946,1.2,2.6
0.061007775,1.2,2.7
0.060999356,1.2,2.8
0.061985718,1.2,2.9
0.061695827,1.2,3
0.094776974,1.3,1.1
0.097908487,1.3,1.2
0.097039555,1.3,1.3
0.098250678,1.3,1.4
0.098143619,1.3,1.5
0.098318166,1.3,1.6
0.100000428,1.3,1.7
0.098335644,1.3,1.8
0.100147899,1.3,1.9
0.099238623,1.3,2
0.101650056,1.3,2.1
0.100405628,1.3,2.2
0.101052292,1.3,2.3
0.10002417,1.3,2.4
0.101018143,1.3,2.5
0.100176928,1.3,2.6
0.100617893,1.3,2.7
0.100539864,1.3,2.8
0.098645438,1.3,2.9
0.100623248,1.3,3
0.131575442,1.4,1.1
0.133357758,1.4,1.2
0.134590198,1.4,1.3
0.137115594,1.4,1.4
0.136742757,1.4,1.5
0.139072861,1.4,1.6
0.1381062,1.4,1.7
0.138786944,1.4,1.8
0.13836925,1.4,1.9
0.139083267,1.4,2
0.140199084,1.4,2.1
0.140458497,1.4,2.2
0.14050524,1.4,2.3
0.139960011,1.4,2.4
0.142168744,1.4,2.5
0.141144731,1.4,2.6
0.140107314,1.4,2.7
0.140322745,1.4,2.8
0.13921656,1.4,2.9
0.140988436,1.4,3
0.171058128,1.5,1.1
0.172240692,1.5,1.2
0.172274806,1.5,1.3
0.176740126,1.5,1.4
0.177146707,1.5,1.5
0.178803071,1.5,1.6
0.177319975,1.5,1.7
0.179450577,1.5,1.8
0.176016982,1.5,1.9
0.181599836,1.5,2
0.18019844,1.5,2.1
0.180048207,1.5,2.2
0.179407066,1.5,2.3
0.181308632,1.5,2.4
0.180492776,1.5,2.5
0.177056285,1.5,2.6
0.179447613,1.5,2.7
0.17939666,1.5,2.8
0.180511635,1.5,2.9
0.179079862,1.5,3
0.024099155,1.1,1.1
0.024054655,1.1,1.2
0.023866245,1.1,1.3
0.023847873,1.1,1.4
0.024027583,1.1,1.5
0.02390237,1.1,1.6
0.024037167,1.1,1.7
0.024099007,1.1,1.8
0.023613784,1.1,1.9
0.023836136,1.1,2
